review_content,review_rating
"My dad made a loan of R15 570, 13/12/2007 the loan was suppose to have been paid up 01/12/2010 with an installment that they paid of R793.69 month while my dad was still working which they did pay until my dad could not work anymore then short payments was made but my mom still made payment maybe less but she still paid to date they have paid R28 721 which according to African Bank they still outstanding with R4145.58. Which tells me my mom has paid this loan long time finish with interest so why are they still outstanding. And what African Bank did now is they started debting their Standard Bank account which does not have money in and interest is being put on the account the amount of R793.69 for a pensioner?? I am not leaving this matter as is next will be a email to the ombudsman I Denise Adams has gotten power of attorney on all my dad's affairs his Mr John Charles Petersen  account nr **********. And before calling me make sure of your facts and look on your system.",1
Please explain to me when I dont call I will get 5-6 calls per day wanting your money but when I complained I was told 48 hours that was in January and im still waiting for an expalaination why do I contribute R500 on banking fees amd R120 on the actual amount borrowed. So must I chase after all to explain this to be me a whole 3 weeks no feedback can I get an explaination I would love to get rid of your guys your service is disgusting to say the least,1
"I am extremely ****ed off with the incompetent service provided by African Bank, their staff is rude and incompetent. I didn't even place a refund request prior to today and it's reflecting on their system",1
After claimed the reward I didn't receive the sms with voucher till now,1
"After my report of 16-02-2022 regarding their app problem and no response to my emails, I had a call from a woman on the 17th Feb. I asked why they did not answer my emails to which she replied that she does not have any. I asked if it was because of my report on Hello Peter to which she said yes.
I told her what had happened when I refused to accept their wanting free access to my phone and all data on it. She then said I could decline and still download the app. I advised her that you could not do that. She took down my email address and said she would check inti it and come back to me.  NO WORD YET!!!
How can a person that is asking to to assist you not even know what is going on with their systems?
As I said before, want a job and then sit and wait to get pay at the end of the month.",1
"Since I reported my case when I lost my money at african bank Ghandi Square in the 19/01/2022. I submitted all the documents they wanted from me, the lady called Hlezi Mathebula. She was collection all the information from. On our conversation I did ask her to show me CCTV camera,she say they don't have it at the shop because they're working with money and their policy said so.

I was surprised. She called on the 26/01 and told me that the forensic department will do an investigation and they will call and tell me about their findings. Until today I haven't received a call and that lady sent me an email saying..."" the matter was resolved"" of which she was lying nothing was resolved.",4
"USELESS< I complained about their call centre on the 11th , I received a call form a ""Very concerned lady "" who promised they would remove our details from their database , speak to the agent. Well guess what. NADA, NIX nothing.That did not happen. I should have expected as much. LIAR's We have just received a call looking for my former colleague. USELESS",1
Went to change my contact numbers yesterday. I was assisted by a very professional lady. I didn't pay attention to getting her name cause I was with a 5 year old who I had to constantly check on,5
"My 24months investment has matured but there's no transfer method 
I've  been trying with no luck",1
"I've been sending emails trying to make calls to get a meer settlement quote! It's such a pain in the neck. It's not the first time I'm trying to settle this very account and the last time I did this very thing happened. It's beyond frustrating. All I want is to settle my account, why am I not getting any assistance with the matter!!",1
"Absolutely ****** useless!!!!
They updated their app but before you can use it there are a number of things that you have to agree too. 
Here is some of the things you have to agree too:
Allow African Bank to manage and make calls.
Allow access to your location.
Allow access to photos, media and files on your phone.
Now I have sent them 4 emails to the email address they supplied on an SMS  insisting on an explanation. I received one ""read report"" so they did get it but are not attending to my query. 
Everybody wants a job but then they want to sit and do nothing, except get their big salary at the end of the month.
They should not even get a one star rating.
NO SERVICE!!!!!",1
Today marks 16 days I didn't receive reward for swiping 10 times,1
"African Bank made changes to its apps over the weekend. Since then I have been unable to access Mobile Banking or Internet Banking. I have uninstalled and reinstalled, reset passwords, pins, etc, called the Helpdesk, and am still unable to access my money. I just got an SMS advising that I should visit my nearest branch. I don't have time for this. Why should I be inconvenienced because African Bank stuffed up? Please fix your mess and help your loyal customers to access their accounts without the inconvenience of having to go into a Branch. I did not cause this!",1
"Good morning 

Part of the negotiation of Settling my African bank account was that they would close my account and fix my payment profile with the credit bureas,  it's been close to a month since I paid very close to hundred thousand rand to settle my account, my account shows closed with Transunion and Experian but the profile has not been fixed, please assist me with this as every time I email to ask it's a different person handling my case, I have sent my credit reports twice now for assistance",1
"I applied for a loan on the 10th - been in review ever since, no calls, no feedback.
How long does this process take? Emailed all my docs the same day.
Uploaded all proof. Nobody called me today...dont know what is happening? Loaded the app - still says in review since 10/02/2022.",1
They help me efficiently and I am satisfied.,4
Today i went into African bank due to the fact I could not get on my banking nor swipe my card. On arriving the branch was offline and there phones were down so I had to call the client services from my cell phone while I sat in front of the consultant. The branch manager was not available and then on top of it all the guy I spoke to on the phone wanted me to remember an amount I purchased last on airtime as a security question. I was also told that i received a MSG telling me to uninstall the app and then reload but I never got it and showed the consultant that I never got it only received it over 4 hours after being there. So I have to do the branch consultants work and then while sitting in front of them with my ID and card the bank still refuses to accept its me because of a stupid question of which I did answer correctly but took to long. Congratulation African Bank on a pathetic work performance and the cost of a client.,1
"I have lost R18900 on my world account due to card cloning and African bank failed to pay it back, even though they realized that it was withdrawn while my card was in my pocket",1
"Good day All. 
I have applied for a loan on Thursday by African Bank, and normally the money will reflect in my bank account the very next day. It is Sunday for Pete sake and no reflection of the money in my account shows. That I call bad services. However the gentleman who helped was very friendly and I will recommend everybody to him for help. 
African Bank how long must I still wait or must I take my business somewhere else.",1
Call centre will not update their details,1
"I had accounts with African bank between 2012 and 2013, which were last paid in 2013. I did not hear from you between 2014 and 2019 or so, and I tried getting in touch in 2018 to inform you that these debts have prescribed and you must please remove these. Instead you started debiting my account and those payments were never honoured, as the accounts were prescribed. My banking details had never changed but you never debited my account for over 3yeara nor communicated with me. Last year 2021 I got calls every day and I informed the collections people that the accounts they were calling about long prescribed and they kept quoting the debits thats were never honoured, that I paid .... Subsequently two of these accounts were closed in Dec and I have received the prescription letters , only one is left now ans I don't know why because the case is the same and I am still getting calls. Please close this account and update my profile please and send me the letter so I can do it myself if you cannot. 

Regards 
Sekelwa",1
"I’m not happy with African bank. My card is on hold and I don’t know why. I have been calling since Sunday and still no help as I’m supposed to wait for a call. It doesn’t make sense for my account to be on hold while I’m the one who sends myself money. This is unacceptable. I cannot buy food or anything and still no valid reason as to why I’m waiting. 5 days without knowing why my card is on hold ?
I wouldn’t recommend this bank to anyone.",1
"Since June 2021, my accounts and profile are blocked and there is money which has not been used ever since. I have been paying a loan which is now paid up, but deductions are still being done. My local African bank has not helped, as I was sent back and forth and they said it's a system problem. Asna assisted me at the local branch, numerous times, to try and unblock my profile and the accounts, without success. She contacted head office more than 5 different times to no avail. I cannot believe that it is Feb 2022, and I still can't acces my money. This is worse than Daylight robbery!",1
"I swiped more than 10 times in January for more than R50 per purchase, so why I'm not getting any reward",2
"I have been an African bank customer for years , I have paid my account as required and have not been in arrears
-	I recently requested another personal loan and the aim of that was for me to reduce the larger loan I had 
-	I called in and I was given an estimated amount that I had to pay to reduce my instalment which I did      
-	I was not happy with the reduced instillment but could not complain as I was advised it was an estimate  
-	I  paid a further R 5000 on to my personal loan  and requested that the instalment be reviewed again  
-	I was advised that this was not possible as my account was already reviewed  , I than requested that I be refunded the R5000 back which I was 
-	Now I am advised that my account is in arrears for R 3000+ because I requested a refund , African tried to explain how the arrears came to be however this does not make sense 
-	I did not skip my monthly repayments as this is debi check  I  paid an additional lump sum of money the very some month however my account is in arrears 
-	The fix from African bank is to include the R3000 in to my loan and increase the very same instalment I was trying to reduce 

I have followed African  banks in house complaints process and all they could say is sorry we can not help you go to the Ombudsman  Cell Number **********",1
I applied for a loan through the African bank app on my phone on the 7th. I submitted all the required documents but I keep on getting an sms that says I must submit confirmation of employment and I did 2 times already but I still get the same responce. I called yeasterday to find out how far my application is and I was told it is already with the team that needs make the payment and that takes a maximum of 48 hours for the payments to be made. By the look of things I wont be getting any payment soon because I keep on getting the same request of submitting the confirmation of employment which I did a number of times. When we apply for these loans that means we have emergencies and now this back and forth of requesting the same document is really delaying me. I am not even a new client and all my payments are up to date and this is really disappointing. How long should I wait while my emergency is still standing.,1
I just had a consultant call me RE my enquiry on a credit card application. Apart from rambling on sounding so bored and saying everything so fast that I couldn't hear what she was saying - she asked for my capitec account number - I asked why and she said if I'm not comfortable I must go into the bank. I said no - I am asking you why you would need my capitec account number and she hung up on me.,1
"Forensic blocked my online APP and I have been told to visit the branch, I have done so and Branch couldn’t resolve the issue still don’t have access to my APP. How many times do I have to take my time and go to the branch for African bank to unblock my APP? African Bank do not care about their customers",1
"Good Day

I' am truly frustrated  with African bank,I settled my debt in 2020 March to both African bank   and the account that was handed over.I tried applying for a loan and the rejection reason is that I still owe AB legal...what exactly am I owing
This is the second year I'm trying to have this sorted out  and   I do not  know why they   cant update  their   legal   department that the   account  is paid in full  

Regards
Maria Mofokeng",1
"I received a settlement discount from African Bank on 28/01/2022 and paid up my load account on 29/01/2022 at Maponya Mall branch. Whilst making the cash deposit at their ATM facility, a certain amount of the deposit that went into the machine did not reflect on the statement under the funds received. I was advised by the consultant that the machine may be full and might not be able to read some of the notes, but this should not be a problem as Fedility collections will run an audit and the funds will be traced and updated.

A log request was created for these outstanding funds with log no. ********** on site with Mxolisi. An sms log updated was received whist at the branch and I was informed that further updates would be received in 48hrs.

7 days later on 07/02/2022 I had to followup with African Bank Maponya Mall branch (Spoke to Mxolisi) as no updates had been received. He advised that he will follow up on the log via email for an update. I was not please with his response, he then advised me to call the branch on ********** to do a follow up.  In frustration I did that follow up with the branch and was advised that an update had been placed on the system on 29/01/2022 @ 16h02 by C Taya, that documents have been requested from African Bank Maponya Mall by the finance department in order to proceed with the log. Immediately I called African Bank Maponya mall, spoke to Mxolisi once again and advised him of the feedback received from the branch.

On 08/02/2022 I called African Bank Maponya mall to follow up on the progress made after yesterdays interaction with them. I spoke to Lerato who advised that she could not assist in Mxolisi's absence, I then requested to speak to management. 

Whilst holding for management my call was put down, when calling back  in 2 seconds, I was told that Lerato was on another call.

I was then assisted by Austin Mudau the branch manager, I explained my situation to him and again I did not get the assistance I needed. Instead I was told that a follow up email will be sent to the department.

I am totally not happy with the service I have received from African Bank Maponya mall instead, Im told that in order to get assistance I need to go to the branch. 

I the customer, having to resolve internal African Bank issues, this shows a low work ethic from your employees and should be addressed immediately.

I would appreciate you urgent resolution in resolving my case.",1
I am lost for words. I have been paying my loan and credit card and in December settled both accounts. I called in to confirm my accounts have since been closed and was told my credit card has been but not the loan. I asked why and the agent said after I paid charges were added and I now need to pay this amount. I had requested a settlement letter which gave me an amount that I paid and to no surprise they trying to extort more money from me! How can a bank of this size continue ripping off consumers especially in these trying times? I want this resolved asap. I have paid way too much and it’s not fair to now expect me to still pay more. Absolutely absurd!,1
There is noting i regret taking a credit facility with African bank your service is so bad the last week of January I calles in to ask why are my banking fees R500 and I only contribute R120 to the actual amount I get that im in errors and there is fees but how come from a debit order of R660 I only pay R120 and rest gos to banking fees it means it will take me years to pay up. I asked this matter to escalated and advised I changes my numbers and gave the correct ones because I dont have the time to go update at the branch I was told it will take 48 hours for a response its is the second week of Feb and still no response. Your service is bad to the core I dont know how many times iv written a review about your company can this matter be sorted I want answers why am I charged so much on the banking fees my Ref is ********** and please reach out on the numbers made on the  notes i want answers and invest in your service.,1
"No one at African Bank can assist you with the correct answer you get told to hold on while the discuss the matter with a supervisor for more that 11minutes and then you get cur off when you phone again you have have to explain the entire situation again and worst of all is no other institution is willing to assist you if you bank with African Bank. The only thing I require is a straight forward answer from someone that knows what they are talking about and to supply me with a solution to my problem. I chose African Bank as my bank to bank with and my salary gets paid into this account i am starting to think this was the worst decision of my life,",1
"If you don't want to get stressed, Please don't open an African Bank account!!!! My credit card had fraudulent activities on it, I logged request for investigation the matter was not resolve, then I requested for a new card since the matter was not resolve so I can continue using the credit card, 3 weeks without any help from consultants. I went to 3 branches... Made phone calls.. No help",1
"In 2020 i did an insurance claim for unpaid leave in lock down, it was paid for and African bank did not reset my debit order for the next month , thus resulting no debit going off.. I queried this and no feedback was received and i said to them how do they expect me to just pay this full amount  when it was not my fault the debit was not reset.. In Jan my normal debit went off plus they debited another amount with out my consent which i think is very wrong!!! Who gives you the right to just take money without making prior arrangements.. VERY ANNOYED CUSTOMER",1
"For the past 4 months, I have been struggling to put in withdrawals on my account to gather some funds. I keep on getting an error message that I need to call customer service to help me which I do but still to no solution. They keep on saying IT needs to look at my account and figure out what the block is... It has been 4 months and I still cannot put in a partial withdrawal as well as NO ONE is getting back to me... 
Is this a ploy of them to keep your investments without you being able to access the funds... 
I am highly concerned about their business ethic and would like to warn everyone out there.",1
"False advertising about a loan application taking 1 to 2 days. False advertising about friendly and efficient service. Their call Centre mumber is never answered. They don't reply to emails. Or they reply telling your phone was engaged when the phone notifies of am incoming call.
Customer service will call you just to tell you they can't help you then the agent will eventually hang up on you.
I received a contract for a loan on 02 Feb but it stil hasn't paid.
They claim to have escalated my case to loans department 4 times. They have lied about the stage where my application is at several times. I was even told that the eft was done which was also a lie. The loans department apparently has no phones so they can't be contacted, it's a matter of waiting for them to reply email
Even the social team will call and apologize but still lie because they still knocked off yesterday with no answers or conclusion or solution to my issue.
I am not impressed with the service  at all. There is no effort to resolve the case and honor what is promised to the customer.  No effort to find out where the hold up is and resolve the matter. Very unprofessional. This culture at African Bank of not having answers for the customer is nonsense!",1
"Just wasted R 12,00 Airtime Calling African Bank on **********, not even a Prompt to have them Call Me Back when the Consultant Finally Answered and a few minutes into the Conversation My Airtime ran Out and the Consultant could have Called Me back because they did pull up my Profile but that's African Bank Customer Service for You.",1
I've been having a loan with African Bank since 2017 got stuck can't pay it but the loan still is not getting prescribed as the prescription act says a minimum of 3 years without payment I hardly can't afford to feed my kids what more with them it's almost the sixth year n don't remember when last I afforded to pay I'm humbly requesting them to prescribe the debt .,1
My problem is still not solved my account is still on hold since last year! I just want to close the account up i can't access to my money they have been sending me to capetic but im using their bank and they are the ones who put my account on hold i have been explaining to them that i got the site link on Facebook 😏we weee in groups so the main admin that introduced us to this is no longer the site is no longer functioning so were do u want me to get the proof of payment i just want that account closed i had a very bad experience with this bank i wouldmt even consider my family to use this bank😑!!!!!,1
"Good day.I have received calls from African Bank with regards to outstanding debt of a Mr Leon Geyer.It was explained to your staff that i am not this person and that they should remove my cellphone number from your data base.Your staff have opted NOT to do that and persist in calling me.This is a FINAL NOTICE to African Bank to remove my number**********)from your system and that i am NOT Mr Leon Geyer.

From Mrs Victor",1
"African Bank thinks it is ok to robocall a business asking the recipient to hold on the line and wait for their consultant?!?

The call wasn't even related to the business but for a member of staff!",1
"This morning I received a call from Marcia Siganunu regarding my overdue premiums on my loan account. I explained to her that I was not working at the moment - something that African Bank has been aware of. She then proceeded to prod me asking me if I don't have a provident fund to pay for the loan. This after I had already explained that I have no current income. I have had a few phone calls from African Bank before. I have never experienced such rude, degrading and disgusting treatment from someone who works with people.",1
Once again you have proven to be my saving grace!! My own bank would not do for me what you have done. I will spread the word to everyone. African Bank is the bank to bank with.....,5
"ACCOUNTS:

I have a standing arrangement with African Bank to pay MY  account NEVER EVER have I paid late late since I signed that document.  NOW They send me a **** LEGAL NOTICE LETTER ?

I have sent numerous letters to them to do a name change NO RESPONSE 

I want them to explain to me why they are doing this.

AND on my Credit Profile there is a negative result for paying late whilst my payments is on time each and every month",1
Made payment arrangements with them. Suddenly they just double debit my account. This month they debited my account 3 times. Flippen frustrated,1
have a case where by I was offered a credit cad from African Bank. Before I received my card I got a call from Sibosiso Mdlalose at African Bank He claimed and asked me to go and collect my card from African Bank. I then later received a call from the same Sibosiso claiming to be calling from confirmation department to activate my monthly debit ode on a credit card. To my surprise He had the card no and some part of the back card no and the amount offered all the info was genue until He offered me a barring code to dial on my phone. I then suspected fraud and called the bank for assistance. I was advised that the card will be put on hold status and I can activate again by either an app or going to the branch. The consultant did everything to help at the bank 100%. But the card remained on lost status and couldn't issue a card. He was promise tobe called back until I called the call center again n He was advised to log a call. I was then give a turn a round time of 48hrs my question is why do I have to wait so long after I was told it can resolved immediately and this is not the 1st time I'm experiencing bad service from African Bank.,1
"Bank accounts have been opened up in my name without my permission, after querying this at the branch, the consultant confirmed this and advised I go to the Police and do an affidavit and submit tp their *********** email. Which I did, to where I got a reply someone has been trying to call me, which is utter nonsense as their was no missed calls on my phone. I sent another email which only go their auto responder emails. After wasting time trying to get through to their call center, I don't know why the Bank just does not close the accounts. Affidavit needed, they have it. Seriously.",1
I have not once but twice now qualified for rewards with African Bank I've redeemed both times sms should have been sent to me notifying me that I have received my rewards but nothing sent a complaint to their customer service explained to them my problem they requested my contact info which I have given an still nothing very disappointed as I do bank with African Bank why run a rewards program if they have no intent on giving their customers rewards it's false advertising,1
How long does an instant payment take to reflect? It's been a hour and I have yet to see my payment reflect. 😳,1
"I applied for a credit card and I was told my application was approved, my credit agreement was sent via email and I accepted the offer and T&C , and I was told to go and fetch my card at any African bank as of today. After a few minutes my credit was rejected saying I am listed on SAFPS - when I applied for this credit card I have provided you with a letter from SAFPS for validations so that you can approve my credit, someone was ignorant and did not validated with SAFPS that is why my credit application was rejected. I will NOT start all over again, I want you to urgently validate with SAFPS and approve my credit application immediately.",1
"Very bad service, and no feedback! Ive applied for a credit card for the second time now with african bank. 
The second time i went to the branch at centurion mall on the 28th of january, i was pre approved and the cards where given to me, all my details captured. Since then it has been a downhill battle of smses, emails and calls with missing documents. After uploading them now yet again for the how many time. Still no feedback and get the same sms again and again 

Please see below email and advise accordingly because this is now becoming a real pain just trying to open a credit card.

Ive uploaded all my documents more than 30 times now, to all available platforms that i can access.
Mailed payslips for 
October
November 
December 
January

Bank statements
October 
November 
December - February 


Emailed to *********** 
Emailed to *********** 
Uploaded to whatsapp **********
Uploaded via the internet site https://online.africanbank.co.za/upload

Ontop of this i was at your branch in centurion mall on the 28th of January where they also captured these documents",1
"Good day 

I have been struggling to get a refund from African Bank after they over debited my account, I made a payment arrangement and for some reason, they over debited for the month of January 2022.  I then called the call center and was told the refund will be processed in 72hour and I received a sms confirmation stating so with reference number **********.  I then received a call and was told due to my phone not getting pop-up messages to accept some authentification messages I must go to the branch.  I then went to the branch yesterday (1/02/2022) and explained that I was sent by the consultant that called to finalize the refund.  The lady at the branch then called the call center and they hung up on the first call, we called again and the second consultant was just unhelpful.  She advised that I need to update my details online which I do not understand because I was at the branch with my ID and POR and none of my details have changed, if they required me to re-FICA why could it not be done at the branch?  None of the call center agents or people at the branch seem to know their job because I wasted air time calling and my time going to the branch in Balfour mall.  Can someone just let me know what needs to be done for my refund to be processed!!!!",1
"My experience with African bank...I don't even know where to begin. I've have been complaining about the same thing for the past three weeks. It's almost a month now since I've paid up my loan at African bank but their consultants keep on giving me empty promises when I asked for a paid up Lee three weeks ago. I was told by one of the  consultants that it takes 3 DAYS to get that paid up letter, but to my surprise I found myself calling African Bank every week  for the past 3 weeks asking for that paid up letter. Till this day I haven't received that letter. I hope this review will not fall on deaf ears. All I want a my paid up letter because I have paid off the loan how long must I wait 3 months maybe?",1
"The group opened a stokvel account with African bank on the 13th of December 2021. We were told that one user is needed to be the primary user before a pocket account could be opened. Since that time, I have never found any joy dealing with African bank.
To cut this story short, members contributed monies towards the pocket account, and we are supposed to make deposits to 2 members every month. Today was a due date for payments and unfortunately, we couldn’t succeed because African bank decided to flag my account status as suspected fraud and i was told i need to wait 72 hours before they can resolve the issue.

People are furious about their money and i am sitting here like a liar because this bank decided to inconvenience everyone of. I visited the Cape Gate and Mowbray branches, but I didn't get any help. People had plans and budgeted with this money, but they have been unable to do anything with it. This needs to be resolved asap and after this whole saga I’m closing this account and will never ever recommend this bank to anyone. 
REFERENCE NUMBER **********",1
"What's the point of you guys sending a message to reedem and not send the message with the y-code after redeeming? You guys like it when we call every second asking for the code, yet your service is very poor!!! How much airtime should 1 use for R150 voucher?!!?? Aii man you guys are failing in this rewards thing!!!!",1
"I have no idea if you've changed the communication team or you no longer interested in your customers.

The whole day I spoke with your facebook team to no answer, called your called your call center and spend +R80 on airtime, requested to Chat on your website to no answer i even requested a call back.

i used to give high praises to your bank and brag about it to everyone to join you but now I'm losing trust in you and considering taking my business somewhere. if you're having high call volumes then communicating so that we know instead of just wasting my airtime.",1
I opened a new account called My World and me and wife EFTed money to activate it. 3 weeks later money still not reflecting and have been send around like crazy. I have been to talking to their call centre staff because I went to their Brooklyn branch and was told that they were offline and couldn't be helped. I have sent them proofs of payment more than once. Its the 1st of February 2022 and still no resolve. First deposit was made on 06/Jan and second on 17/Jan/2022. What a shambolic experience....,1
"I have applied for a loan and keep getting messages saying u need to send a clear copy of payslip which I have done then they said we will get back to u with a final offer I am still waiting no matter how I send it I get the same message 

African Bank: Hello MR HAMPSON. Some of your credit application documents are missing or unclear. Please submit clear copy/copies of Complete payslip required (company name,client details,net,gross,deductions,date) via our App, Internet Banking or by emailing it to *********** please include your ID number in the subject line. African Bank Auth. FSP Reg NCRCP7638",2
"I have applied for limit increase, the consultants at African bank are giving me tough time, they are sending me from post to pillar. My application was approved and i was told that the money was transferred and will appear within 48 hours..... it is almost three days now. the service at African Bank is very poor.",1
I have been harassed by African Bank regarding a missed payment. My contractual agreement confirms I get paid on the 1ast day of every month. African Bank then changed my date to the 25th without my consent or acknowledgement then proceeded to call me about the payment that was missed. I have since spoken to 3 agents informing them the changes to my account was done fraudulently and is against the Poppi act to protect my personal information. They person I spoke to Sylvester Foster told me this was a technical issue which I informed him is clearly a lie and a cover up for the act of fraud. If the was a technical issue within African Bank that puts my details at risk they were meant to inform me which didn't happen. He then told me he would need to send my complaint in writing to me so that I could take it further to report it to the ombudsmans. I have still not received anything.,1
"I am still awaiting response it been 2 weeks  , as African bank disclose my details and therefore I was fired. 
So if I called African bank.and ask them does Patrick Mostepe bank there and what are his details they will give it to me with a smile and print it out...

 I want to be compensated as I am jobless and soon to be homeless

 Please advise and conclude now today

African bank 🏦",1
"Hi I swiped my card at a store(for R51.98) last Thursday (27/01/2022). The card machine said transaction failed due to ""system mal****ion"". I then paid with my other Tymebank card which worked and went home. The next day I noticed the transaction had also went off on my African Bank card. So I had been double charged for the goods. I broght the matter to the awareness of the store. They said I should also make you aware. Why is their no feature to dispute a transaction on the app ? I have to choice but to approach you via Hello Peter over this incident.",2
"My husband applied for a personal loan that he was Pre approved for, but has still yet to get feedback. We are in a trough position and would like to get feedback so we can make another plan if things are not right",1
"I am not happy with service I am getting at African bank for starts my salary was loaded into My world account on Monday since than I have not received any payment into my account,when I went to the bank they said I should submit proof of payment which my working company submitted to them now I am told that a technician is busy with it.I don't understand why dose it take so long for my salary to get into my bank account now I am currently homeless because of not paid rent.",1
You guys ALWAYS try to debit 30 hours before my salary is in and my bank charges me R115 for unpaid debits!!! Please change my debit date to 27th as per my initial instruction!!!,1
