review_content,review_rating
"I was very impressed with the first claim that was sent in for one of my puppies. Had great service, follow up calls, kept up to date about payments. But the second claim for my other puppy, I got an email back with a blank letter head, the body of the email read please find attached the information still needed or that is outstanding for the claim. Replying to that email got no response. Then got an email wishing my puppy well with recovery, logged onto the online portal just to find that they cancelled the claim. Phoning them also now frustrating as the Claims handler is not the person dealing with the claims but their email signature is on the emails sent out.",1
"I was helped by Gershwin Lewis, he really explained everything very well and I didn't feel confused at any point during our conversation. I'm so happy with my choice to cover my four babies. Thank you so much for your help",5
"I dealt with Justin Jafta and he is such a friendly, efficient sales person. He spoke about my ""babies"" and not about my dogs! ... which I, as a fur mommy,  appreciated so much.  If he is so caring imagine the service I'll get from Dotsure in the future. Thank you for phoning me and welcoming me to  the Dotsure family",5
Very friendly and helpfull. Made it easy so sign up for dot sure pet insurance,5
"Received the best service from Roberto, appreciate the client service and getting my policy all set up.",5
"Received prompt and professional service from Luzahn Jordaan. 
Would highly recommend Dotsure. 
It's always great knowing you don't have to battle with insurance when all you're worried about is your pet's health.",5
"Excellent service,knowledgeable and efficient.

I dealt with Sales Agent,Waseem Essack,who seamlessly took me through the steps of signing up and dealing with the administrative tasks associated with it",5
Mazibulo Myo from Dotsure is an amazing sales rep. He explained everything well and has another happy customer. He is friendly and has a great attitude. Thank you for getting us onto Dotsure. Great service.,5
Thank you Tristin Smuts for your wonderful services. Truly appreciate the piece of mind you have given us. Thank you,5
Very informative,5
"10/10 - I have been with Dotsure for a few years now, and have had several claims for our pedigree Boerboel. Their service is superb and I would not change to any other pet insurance for this reason. Keep it up Dotsure team!",5
"Teboho Sengoara helped me to sign up for dotsure,thank you for your good service, well mannered and your professionalism, simple English and clear explanation, job well done Sir 👏 .",5
"Ryan Laruffa gave me excellent service. Was very knowledgeable.  He was extremely helpful, friendly and kind. An asset to dotsure",5
I was very happy with the patients that Jackie Buni had with me I could understand every thing and could ask all my questions I'm really impressed with the serves I got thank you,5
"Mieke Zeeman helped me to set up new insurance for my puppy. She gave me a quote and phoned back on the date and time arranged. She was professional, very patient and offered discount as my cousin referred me to them.",5
"Thank you Tamran Jantjies for your fast and fantastic service!! Love doing business with dotsure, they are always so helpful and hastle fee",5
I was very happy with the service from Ryan Laruffa,5
"Thank you Nkosinathi Mngadi for the best advice and really helping me out. Also for clearly making sure I understood absolute all the details. Outstanding communication and easy to understand.
I highly recommended Dotsure insurance to anyone who wants peace of mind and great cover at a affordable rate!!! Keep up the excellent work.",5
Gershwin Lewis was most helpfull with my policy for Piper my new puppy. Thank you so much Gershwin for a great experience,5
Thanks to Chante du Plooy for your amazing quick service. Really appreciate it,5
"Dian Slabbert

He explained everything to me and made sure I understand before moving. It was great communication, even felt like a conversation.",5
"Lu-vern Samuels was friendly, explained everything well  and gave me options that were suitable to me, thank you for going beyond for me, much appreciated.",5
Bernadine was fantastic! Very efficient and friendly and I enjoyed talking to her. Thank you!,5
I reported my car been stolen and now they don't call me instead they send me sms to say I must send pictures of the car.,1
Bernardine was very friendly helpfully quick energetic and efficient would recommend her anytime🙌🏻,5
"Had such a pleasant experience with Charlize Minnaar, was like chatting to a friend, signing up was a breeze",5
Jeanrè was honestly so professional. So polite and knowledgeable about the company and tries to accommodate you as much as possible. Listing different plans and options I really felt at peace of mind knowing that she was helping me getting my babies insurance sorted out. 10/10 for her services,5
"Michael April is an excellent sales consultant, who was extremely pleasant and helpful. I would recommend Dotsure to anyone as they go above and beyond to assist you.",5
Great service received from a gentlemen by the name of Mahomet in getting me a car mechanical warranty.,5
Mieke was great. Very friendly and helpful. Service was quick and efficient,5
She was very professional,5
"Very friendly and professional service from Charlize Minaar at Dot Sure, George. Thanks for your professional service and making our choice so much more easier and that we made the correct choice with Dot Sure.",5
"Very good, fast and quick",5
Very friendly and detailed with a strong knowledge base,5
Awesome thank you Jaunre Joubert,5
Thank you Ayana Zulu for your quick& friendly service. Thanks for taking the time to thoroughly explaining everything. We're very happy knowing our fur babies are cover!,5
"Thank you Jeanré Joubert for your excellent service!! You are a great person to talk to, your personallity is great, I really are very satisfied with everythimg you have offered!! Thank you for your kindness! I really enjoyed dealing with you!! 5 ⭐⭐⭐⭐⭐ for you",5
Jackie Bubni contact us fo pet insurance. she was very good in her detail explanation of the insurance for all our animals. she made shure we understand what we are paying for. she was excelent in her worrk,5
"The lady Khadhja khan took her time n explained everything carefully n thoroughly. She made sure I understood, her selling skills are exceptional as she made me feel as though she knew this product quiet well and made me feel secure in what I was buying.",5
Ryan was very helpful and friendly with me,5
"Jeanré from dotsure helped me today, and I'm very impressed and happy with her services and friendliness!",5
Lu-vern very helpful,5
Thank you for the awesome service from Jackie Buni - She helped me very nicely and i feel so safe regarding my puppy.,5
"Big thank you to Robin-Lee Olie****er for your quick response and service today with my new policy (UDWO**********)

Everything was sorted out within minutes and to be honest the amount I am going to pay for motor warranty on my car is very affordable and does put my mind at ease should something happen",4
"I was assisted by Nkoshinathi Mngadi and he was very friendly and super professional , i am very happy about my policy and hope to have a long and lasting relationship with him and Dotsure",5
Tamran Jantjies was very friendly and professional. She was SUPER efficient and went the extra mile. Our furbabie received a virtual get well card. I  couldn't ask for more. Thank you Tamran Jantjies,5
"Waseem Essack ,thanks a mill for your pleasant call, you are very knowledgeable
your kind assistance is highly appreciated",5
<div>Charles Tholopa offered service excellence and knows his product</div>,5
I would like to write a review about dotsure.co.za,5
Jackie Buni was such a PLEASURE to deal with! I am so happy that she phoned me and i thank Dotsure for having such EXTRAORDINARYLY AMAZING employee's within their organization. I was helped with the greatest sympathies towards my previous puppy passing due to parvo and Jackie set my heart at ease by listing everything that Luna (My new baby) will be covered for. I am so grateful and excited to be part of the dotsure family.,5
"I had an amazing interaction with Charlize Minnaar. She was very friendly and gave me all the the information I needed to make an informed decision about getting pet insurance for my new puppy. The process was painless and got a super discount for the 1st 3 month's premiums (thanks to Charlize) because my little Layla is a pet rescue from PAWS shelter in Potch. Great premiums, great value for money, great sales staff... 💯",5
Mazibulo Myo was excellent in helping me sign up for a policy and kept in contact with me regularly prior to me signing up. He made the process very quick and easy. Great experience!,5
Great service. Rebecca did an outstanding job in assisting me with my pet insurance claim,5
It was seamless and Charlize provided great product advice,5
"Still awaiting for one of their representatives to make contact as stated in their reply to the report of 6th January 2022. Over a month and half to make contact is an indication of their attention to customer service.
Their reply was on 6th Jan 2022 ...Thank you so much for getting in touch with us and bringing this to our attention. We are so sorry to hear about your experience and apologise for any inconvenience caused. We have referred this to the relevant department and one of our representatives will be in contact with you to investigate this matter further. 
No response to date 22 Feb 2022",1
"Professional, Efficient and Prompt Service from Natasha",5
"I've got a very active dog who is always getting herself into sticky situations sending us running off to the vet. I find it so simple and efficient to process my claims with Dotsure, even quicker than my human medical aid. Thanks for an awesome service Dotsure.",5
I dealt with Ayana Zulu at Dotsure and she was truly phenomenal !  She was very knowledgable and took the time to understand my needs and then recommended a policy to meet our needs. I can truly recommend dotsure and Ayana . Well done,5
"Quick, easy and super friendly. Gabriella Julies was amazing with all her assistance",5
Jean Boshoff has assisted me with insurance for my 3 dogs and i was sattisfied with her service.,5
Great service received from Chadwick Lewis.,5
"I have been helped by Jeanre, very friendly and helpful.",5
"Jean! Was very knowledgable, patient and kind! Glad to have talked to her, made setting up a policy much easier.",5
Awesome communication and very considerate to timing of phone calls!,5
I was assisted by Gabriella Julies who provided excellent service and is very knowledgeable,5
Gershwin was very helpful and explained the policy and details very clearly. He also handled my queries with good knowledge.,5
Jaen Boshoff was an amazing guide :),5
Abigail Barends’s service is amazing ! Very kind and excellent service!,5
"Quick, easy and super friendly",5
"Effortless.
Thanks Jaen
Regards
Thea",3
Jackie Buni is the most helpful and efficient sales person. Loved his service,5
Tamara Naki is amazing to work with!,5
"Every time I've dealt with Dotsure, service has been fantastic and today was no different thanks to Brendan Bence. Incredible service, professional, efficient and quick replies and ensured to assist me in every way possible.",5
Excellent - Jaen Boshoff,5
"Hats of to D' Angelo Whyte for the incredible service of introducing and making me understand Dot sure and the offers, I'm pleased and very happy with his service and will recommend D'Angelo to any persons requiring pet cover",5
"I was assisted very well by Sihle Manyi, her telephone ettiquette was excellent, she didn't say what i was expecting but she still explained in such a friendly manner that my request can only be done after 6 months, excellent service I cannot express my satisfaction in words, I'm sure others agree that your call center agents are the best.",5
Hi there. Excellent !!! I would like to compliment Jeanre Joubert  for her excellent service. Not only was she friendly but extremely patient and professional. She explained the policy to me in detail and ensured I understood it clearly. Hi high recommend her and Dotsure to anyone wanting a pet medical aid.  Highly recommend Dotsure!!,5
Very professional and polite,5
My contact was Katherine Heigan. She was so lovely and explained everything to me more than once. She was Very patient with me. I also think your cover options are great. My friend referred me to you guys and I’m glad she did.,5
Lu-vern Samuels gave me an excellent customer service when he took me on board to Dotsure Car Insurance.,5
Excellent and efficient service from Jaen Boshoff today at dotsure!,5
"Kristen Viljoen - Excellent service, 5 stars - ☺",5
Ryan was superb friendly and more informative. Great job.,5
Nicole made the signup process very pleasant. I'm looking forward to experience the promised service.,5
Just started with plan and hope to a bright future with the company to cover our beloved pet. Gershwin Lewis is the Agent that assist with the activation of my policy and was very informative and explained all the details.,5
"Bernadine from Dotsure made the sign up process so comprehensive but quick for me! She spoke about my pets as if she knew them. Bernadine answered all my questions, even the silly ones. I'm really happy that all of my pets are insured against accidents for a very affordable monthly fee. The information was sent to me directly after taking the call and everything was accessible and easy to understand.",5
Clear and quick,5
Thank you Ryan Larufa for your friendly and informative service given when you answered my query about joining DotSure for our doggies. I appreciate your patience and help and also the way you explained my questions made everything easy to understand. Have a lovely day. Wendy Esterhuizen.,5
Agent was very cheerful and of great assistance.  Policy documents arrived moments later - excellence in an economy where this is seldom the standard.  A truly memorable experience!!!  Well done Dotsure!!!  Many thanks to Ayana :),5
the consultant I dealt with was very professional and helpful with explaining the terms and how the pet insurance policy works and the benefits  by taking the policy.,5
Anneke Meyer very friendly and speedy service,5
"<div>Dot Sure consultant D'Angelo, thank you for your friendly personality and your caring voice.  You are truly a wonderful person and I am blessed that you helped me with my policy for my baby Milo.....</div>",5
"I submitted a claim and they asked for the service history, damage report  and a quotation>They were calling me daily asking me for these docs and that I have a few days left to submit the documents and I was so impressed with their service and how they follow up with their clients. I then submitted these docs through email and whatsapp and they confirmed on whatsapp that they received all docs.I have been following up with them on their landlines, facebook, email and whatsapp with regards to the progress of my claim and no one can seem to give me an answer , ""My query has been received and will be forwarded to the 'assisting team' and I have yet to receive a response back. I am without a car and it's frustrating to plan and budget when I don't know what's happening with my claim and when it will be resolved or what the turn around time is for claims",1
Ryan laruffa very helpfull,5
Bernadine was an amazing consultant. She handled my query very well and made me feel great about insuring my dog.,5
"Abigail was very helpful, could answer all my questions. Excellent service",5
"I can definitely recommend Dotsure for Health insurance for your animals, especially if it is someone like Jackie Buni who assists! He was brilliant and could answer all needed questions and explained everything in detail.  Thank you for your good service!  I will recommend you anytime to anyone!",5
"The Meerensee Vet forward my details to dotsure, and Tarryn Wright called me. She was so helpful and professional and her knowledge about the insurance is outstanding.  Tarryn is a real asset to dotsure.  Thank You Tarren for the excellent service.",5
"I received a call from Dotsure very soon after expressing an interest online.  Ayana Zulu, their sales consultant was helpful, she called me back when she said she would and she persisted with the admin on the sale even though its a tedious process to sell and to buy online.  I appreciated the quality of her communication and service.",5
"I was involved in a accident about a week and a half ago. I submitted my claim and was asked to take pictures and submit other documents which i did. I was called by the accessor and was told  they are to fix the bumper and not the Nudge bar.

I was upset and he told me its not covered. I purchased my vehicle in 2020 band new from a dealership. The dealership added the nudge bar which i agreed on. I the took up insurance because the vehicle could not leave the dealership without insurance. 

I was given a tax invoice from the dealership which is proof that the nudge bar was installed by the dealership and before i took up insurance . The accessor then asked me if i have a vechile inspection sheet. I explained to him that i was never asked to go and have my vehicle inspected and they need to pull out recording as my proof as well. 

I feel im being ripped off and im very upset and going to take it up to the ombudsman.",1
It was very good very helpful,5
Mazibulo Myo was so helpfull in explaining and have patients with me explaining what Dotsure is about and changing details,5
"He gave me good advice, on how to handle the plan in my absence great full... keep up ur good job... Salute!",5
My debit order was processed earlier than agreed. My bank charged me R115 fot thr returned debit order. I also have a bad record on my account now,1
Lebohang Senakgomo was excellent.  My claim was efficiently and promptly sorted.,5
"I had a car insurance with Hollard,and they automatically transferd my policy to DOTSURE who just scammed me and added their 3 new policies to further deduct from me.I would like to warn everyone who has a policy with DOTSURE...."" RUN FOR YOUR LIFE WHILE YOU HAVE TIME ""
Right now I'm going back to Outsurance for my car insurance, I pay a little bit Xtra, but they are very good.Ive been with them for years, not even once they added what I did not ask.I wonder what Hollard saw in them, but as for me, I'm out...People..be warned: ..DOTSURE is definately "" NOT THE WAY TO GO.."" If you were handed over by Hollard,  look for another Insurance before they scam you..!",1
It been a nightmare if I knew better I would have not wasted my money paying for services that I wouldn't be able to utilize. Dotsure insurance failed me as they clients. My very first time claiming Dotsure disappointes me it tooked them 2 full months to get my car repaired.... I had to wait another 6 months for them to finalize the third-party claim and the fail to provide me with feedback I had to call them every 1 or 2 days a week. At the end they final conclusion was that I'm not getting my access amount because the money provided by the third party was not enough. Although the third party was at fault and has agreed on paying it just that dotsure insurance is keeping the money because the amount provided by the third party is not enough. They have failed in helping me as my insurance. And now they don't want me to take the matter to court. I hape sharing my experience would help someone before making a decision if I knew better I would have chosen a better insurance company even their access is sky high. I'm so disappointed in dotsure what a waste of money,1
"I've been a client of dotsure in the past and was once again provided with the same excellent service I've come to expect from these guys.   Gershwin Lewis was extremely efficient and had everything sorted in less than 30 minutes. He even went as far as calling me back after we got disconnected.   As a QA Officer officer in the service industry, I usually find myself unconsciously ticking the boxes and the service I received from Gershwin and the team at dotsure today was right up there with the best👌🏽💯   Thanks dotsure for always being an absolute pleasure to deal with !!!!",5
I got assisted with everything I needed.,5
"Caitlyn was very kind and helpful
Thank you",5
Kelly Jones was great in helping me sort out my claim for Skye my Labrador/Ridgeback. I loaded my claim and within a few hours she phoned me and my claim was settled the next day. Always receive awesome service from Dotsure.,5
"Gabriella Julies was wonderful and I'd highly recommend her. She was very friendly, professional and helpful.",5
"Brendan Bence was such an amazing help with adding my new pup on our policy. He even upsold me to a higher plan for both dogs on the policy, which is a great fit for my requirements. Good service can be so hard to find, but Brendan’s service is above and beyond. It was such a pleasure dealing with him. I would very highly recommend dotsure to everyone because of the excellent service received from Brendan.   Idali Parkin",5
"Jeanrè Joubert provided excellent service. She was friendly, diligent, knowledgeable and very patient:)",5
I would like to write a review about Brendan Bence. I am very happy with the options given for my beautiful fur babies. Brendan was extremely professional and easy to talk to. He explained everything thoroughly. I highly recommend Brendan at Dotsure! Thank you!,5
"The service delivery was excellent, thank you so much.😁",5
The sales agent Sam Grundlingh is well informed about the product he was selling to me and gave a professional presentation,5
"Seamless process in getting my short term insurance in place, from day one.  
Thank you Sonja Pangel for your 5 star customer service.",5
Charlize Minnaar was very helpful in helping me select the best cover that suites our needs,5
"for a company that is saying that they are number one your follow up is just the worst
I had a quotation  done on the 16th on you online and wright after i spoke to a gentleman his name was Kevin after speaking to him he promise to e mail me a quotation but now 3 days later no response no email and I am getting hounded by Out sources  for a answer put you money where you mouth is .
if you want to brag that you are no 1 then come on",1
excellent,5
They dont even deserve that 1 star.nonsense insurance with rude consultant .talk about races even.,1
Very patient and thorough,5
Excellent explanation and  service recieved by Khadija Khan... Dotsure pet insurance. Highly recommended. Thank you,5
Excellent explanation of policy and services,5
Natani Taljaard assisted me with the updating of my personal information and activating my DotSure EASY********** policy. Thanks Natani for the excellent service you gave to me. It is really a pleasure to speak to someone that is so professional. Well done.,5
"Absolutely outstanding service from Dotsure Pet Insurance and specifically Michaela Cronje. She is friendly, professional and helpful. A credit to a great company.",5
"Dotsure thank you for being so amazing , with you I always know my fur babies are protected . The staff is amazing when submitting  claim and never has it been so easy and quick . Wendy Lynch helped me in the week with my fur baby and she was amazing and quick it was not even a full 24HR and I got my claim paid . Dotusre you can be proud as its all thanks to the amazing staff you have .",5
Name 9f consultant who was 5 star. Abigail barends,5
"Excellent service from Kay-Lee Alaart,

Happy with your prompt work",5
Excellent,5
Zoey Tiberio is very helpfull...,5
Very happy with the prompt and efficient service.,5
I received great service from Khanya Mani.thank you,5
"Bianca Johnson is just amazing. She was extremely efficient and very friendly. She answered all my questions with so much patience and understanding. She is an asset to Dotsure. Well done Bianca, excellent service. Definitely 5 🌟",5
"Great customer service: Tarryn Wright was amazing and helpful throughout! Friendly, knowledgeable and great to deal with from start to finish.",5
Excellent customer service from Amber Bird,5
Great and friendly service from Jaen Boshoff from Dotsure. Thank you for your patience with me 😉,5
I contacted Dotsure regarding pet insurance and was phoned back by Jaen Boshoff.  The sales consultant was really very friendly and helpful.  Excellent service and I got all my questions answered.  Really very professional and excellent service.  I would recommend Dotsure for any pet insurance related questions and hope you get assisted by Jaen Boshoff,5
Micheala Cronje was friendly and assited me with my claim fast and without any problems. Provided me with feedback regarding the progress continuesly. Thank you,5
Micheala Cronje from Dotsure Pet Insurance was brilliant and I highly recommend Dotsure!,5
Was helped by  Jeanrè today. She was friendly and so helpful. Explained everything nicely and reassured me that if anything happened to my fur babies they would be in the best care.,5
"Pierce Kapp
Sales Consultant, the best consultant ever. Welldone keep up the good work",5
"Abigail Barends was amazing throughout! She deserves a raise and/or a promotion! Patient, jolly and informative! 5 stars for Abigail.",5
Khanya Mani was absolutely a pleasure to speak to. Extremely helpful and efficient in helping renew my smartbox contract. Very knowledgeable and clear all all aspects to of insurance queries. Within minutes of our initial conversation she had sorted a day of fitment and got back to me in person.,5
Marizel Bernardo from DotSure was absolutely awesome in assisting us with the Standard plan for our furbaby,5
"The most diligent, understanding and committed person, he assisted me with such patience and I hope many others experience the wonderful service he provides.",5
"The gentleman explained everything in simpler, understandable terms and gave me all available options and mostly he makes feel at home by imagination.",5
"Awesome, patient and attentive service from Sharlene Louw. Truly a breath of fresh air and a pleasure to speak to.",5
"Tristan Smuts was knowledgeable, professional and expert in his salesmanship over the phone this morning.",5
I received excellent service from Rachelle Fritz and the Dotsure team! In fact everything claim has been handled with sheer efficiency. My fur-kids and I are very  satisfied clients of Dotsure. Thanks Rachelle Fritz & Team 😊,5
"I got a very excellent service from Bukeka Tyalana, Nomathemba Malgas who were my claim handlers and Keith the assessor.I put a claim and before 3rd day i already got feedback of the outcome of my claim.Oh what a good service at Dotsure, they really know and understand the reasons why they are there.Keep up good work in providing the best service as it is all what we need.",5
"Thanks Sonja Pangel for the outstanding and excellent service you provided regarding my new car insurance, i would recommend her to anyone that needs help with any Dotsure Insurance needs. Best service i had in a very long time.",5
"Thank you Micheala Cronje, my claim handler, you  were amazing contacting me and assuring me that the claim was sorted - that happened in more or less an hour from submitting my claim for Zoey my furr baby. I could not believe that it went so quickly. Thanks again Dotsure and I will recommend you to everybody I come in contact with.",5
"<div>I like to thank Michella Cronje for her excellent service with my claim regarding Lientjie, thank you</div>",5
"Since Dotsure took over my policy from Hollard my policy is NOT the same - despite the communication in April 2021 indicating that NOTHING would change and that my benefits would remain the same. My benefits have changed, my policy has changed and my premium has changed.
Now I'm not even covered for a visit to the vet with a sick dog.
If you want to be taken advantage of and treated like your pet's excrement, then take out a policy with Dotsure. If you want to be treated fairly and be able to actually use the service you pay monthly for, take out pet insurance with another insurer.",1
D'Angelo helped me effortlessly and talking to him convinced me to take the policy.,5
"Mazibulo Myo is awesome, 5 stars for his service ⭐⭐⭐⭐⭐",5
<div>I would like to thank Luzahn Jordaan for the fantastic service I received yesterday submitting my claim. Dotsure is the best pet insurance</div>,5
Thank you so Waseem for all of your help and assistance with implementing my policy.  I really appreciate your efficiency and help.,5
"I would like to give Rebecca a 5 star review. She was super helpful with my claims and even following up with them. My dog had unfortunately passed away and Rebecca helped to cancel the policy within a few minutes. It is so hard to find efficient, talented people like this. Thanks Rebecca you are a Star!",5
Kate Heigan was excellent at her job! Great work and efficiency!,5
Gabriella Julies helped me quickly and effortlessly find a plan tailored to my needs and my budget. She provided super friendly service and answered all the questions I had,5
"Excellent service received from Roberto Van Rooyen, even with the follow up and additional questions I had.",5
"After sending an online enquiry to Dotsure regarding pet insurance, I was contacted by Bernadine Bence. At first she failed to get hold of me via my cell phone and email but did not give up and contiued until she finally made contact with me. As I did not have all the necessary information with me at the time, she phoned me again on my return home after work after 17:30. She was professional, knowledgable and very pleasant and I was successfully signed up for cover for my three dogs. 
If this this the kind of service I can look forward to Dotsure then I believe I have come to the right company!",5
I received excellent and efficient service from Thea Kroon. Made the the whole process easily understandable. Thank you,5
I have spoken to Corrine who was very understanding of my situation and my pets needs she offered me something that's affordable thank you .I am happy with her call and the service 🤗🌸🌸🌸,5
"Excellent service again from Dotsure pet insurance. Their service is extremely efficient, and they settle claims quickly and accurately. A special mention to my claims handler Michaela Cronje for her excellent, friendly and efficient service. Can not recommend Dotsure highly enough.",5
"Simamnkele Mrawuli
Thank you so much for the great service you provided on a claim submitted. As from day one when you called me with regards to this claim you were very helpful, respectful and had that voice of caring which really kept me calm. As you will know when your car is damaged that takes you into panic mood, confusion and certain state of mind already but Girl @ Simamnkele Mrawuli  you were very articulate, cooperative and provide quality service to the end. Thank you.",5
Thank you Ryan Laruffa for your efficient and friendly assistance in securing my new pet policy with Dotsure.,5
"I had a great experience, she was so friendly from the beginning and I’m looking forward to everything!",5
Received the most professional and friendly help from Michael Borman. Truly appreciate such great service.,5
"I have been with Dotsure for a few years now and have had the pleasure of dealing with Wendy Rishworth. She is such a pleasure to talk to and seems genuinely concerned about my issues. 
She really goes over and beyond her role to assist me in any way she can. 
Well done Wendy and I hope you never leave Dotsure as the next person will have huge shows to fill… 
Have a great day further",5
Received the friendliest and best service and advise from Jeanrè Joubert today. Thank you for your help.,5
"Good morning, 

I realized that my last review I accidentally rated 1 star & not 5, so I am going to try this again :). 

I just have to compliment Ayana Zulu on the amazing service that I had received from her this morning! Her professionalism and friendly manner made the process of signing up a new policy completely painless. She is a great asset to your company! 

Kind Regards
Marcelle Waspe",5
I just want to thank Dotsure for the speedy and professional way they handled my claim. Especialy to you Tiola Smit. I can recommend your services at ant time. Appreciate your service.,5
"This a great Insurance company for Pet Insurance. Don’t know what I would have done without their help and assistance. Particular shoutout for Wendy Lynch and all the employees of Dotsure who have assisted me in the past. The service is always friendly, courteous and efficient. Claims get handled and completed fast. Highly recommended for any pet owner.",5
Abigail was fantastic,5
"Exceptional service and advise.
Thank you to Chadwick Lewis for being professional, sending communication accurately and timeously.",5
"What an inspirational experience dealing with your agent Ayana Zulu. Friendly, efficient, professional, dynamic, well-informed but her patience and resilience to call back several times to answer my questions was impressive. Well done Dotsure! You guys make me proud to be a South African!",5
I would like to thank Gershwin for his prompt explanation of the product and compliment him on his great people skills. It was a pleasure doing business with him.,5
"Excellent service from Kelly Kengne, very patient and professional, consultation did not sound robotic,policy was thoroughly explained.",5
Ryan Laruffa called me regarding my quote I sent online.  I was absolutely blown away by his service and the clarity with which he spoke. And we have the same dogs 😍😍  He really knows his stuff and found his conversation and the way he engaged with me interesting and kept me wanting to hear more about the product and services.  He displayed passion for what he does and you can hear it in his voice!!  Such a sweety pie!! Please give him a raise...  10 stars for him  🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟  Within minutes my pup was set up with insurance! 🤩🤩🤩,5
"I had the pleasure of being assisted by Khanya Mani who was thorough, patient, enthusiastic and professional. I highly recommend her services to anyone.",5
