review_content,review_rating
It is awesome to have work with someone like Natasha Johnston the work is done 100% and there is no come backs. She is also friendly when she speaks to you and very helpful.  It is a blessing to have someone like Natasha,5
Got great service from Prince Sibiya at Insure Servicing - Awesome service keeps us engaged with Discovery,5
Very helpful and efficient,5
Thank you Mathibedi for great service at all times.,5
"Natasha Johnston always gives a good service , excellent attitude 100%. 

keep it up Natasha your attitude will determine your altitude .",5
My emergency claim was attended to quickly. The service provider appointed (LeakFinda East London) was efficient and very professional.,5
"I dealt with Shafick Allow from the retentions department in the Sandton branch this afternoon and just want to compliment him on his friendliness, professionalism and willingness to help me.",5
"great service, very friendly & knowledgeable about the product. 
Person Responsible Shafick Allow
Department Retentions
Supplier Discovery Insure
Branch Sandton
**********",5
Received Exceptional service from Michaela McPherson from the Broker Servicing  department.,5
"OK so end last year I submitted a claim waited almost 3 weeks.no one contacted me I did all the phoning on my acount.
Submitted a claim yesterday 22Feb submitted all paperwork on morning 23Feb and just no one contacts you back.
Worst service ever think they should stick to medical aid only",1
"I've been insured with Discovery since April 2019. I had zero excess and my premiums were kept at reasonable amount. In December 2020 my vehicle was unfortunately stolen (with the discovery tracker inside). I then purchased a new vehicle and they introduced an excess to my policy, understandably so. 

However since then, my premiums have been increasing at an unacceptable rate especially considering that the risk profile of my current vehicle is lower than that which was stolen. Discovery is punishing me for an incident which I had no control over; I was not negligent (I still have both keys for the vehicle that was stolen), I had never claimed before or been in an accident whatsoever, what else could I have done to avoid thieves stealing my car?

I called Discovery pleading with them to consider not raising my premium but I was met with coldness and there was just no willingness to try and understand my case. I have never missed a premium or been late with payments. Why am I being punished? what else could I have done? At this rate I might as well purchase a second vehicle as insurance instead of being exploited by Discovery.",2
Thank you Discovery Insure and Jade Matjeke from Insure 24 for your prompt response to get my breakdown to a service provider. #DiscoveryDidGood,5
"Great personality, efficient assistance and a wonderful work ethic I appreciate your help immensely Taz",5
"Jabulile Shiba was friendly and professional. She communicated well, and she made sure that I was assisted timeously. I am grateful that Discovery Insure was there when I needed them.",5
"I see the trend with Discovery it to only respond when you complain via Hello Peter, because their complaints department is useless! I reported an accident 21 Dec 2021, and still do not have my car back due to their slow customer service. I thought by paying for premium service I would be getting premium customer service, but clearly not the case here. At this point I just want this process to be concluded so I can take my business elsewhere and know that I'm paying for what I'll be getting!",1
"I'm so annoyed ! I met up in an accident on the 25th of January 2022 . My car was towed away to the nearest panel beating shop , I waited I think two weeks for them to tell me what was going on with regards to my car , whether it was going to be written off or repaired . They got back to me and told me that it was going to be written off and they need a settlement letter from the bank as this car was still under finance . So the very same day I called the bank and I was able to get the settlement letter , I sent it to the claims handler her name is Yolande Markham . I stated in my email that this letter is going to expire please can you let me know what's going to happen . A whole week went by , I'm calling non stop with my own airtime because nobody is getting back to me . My broker has even been quiet,  unless I call that's the only time I hear from them . So last week I get an email from another claims handler telling me that the letter is expired and she's going to request for another one . So I called into discovery requesting to speak to her they said she's on another call . The lady I spoke to says to me can assist and asked me what's the problem.  So I asked her to please request that settlement asap so this settlement can be done , because take note it's February the 25th is on Friday and I'm going to be paying for a car that I don't even have . If I don't sit on these peoples backs how long is this going to go on . She says to me while she's on the phone that she's doing it and it should come within the next day which was this Saturday the 19-02-2022 . And I asked her are you sure you don't want me to request this settlement letter myself rather to make things faster she says no mam we have a system that requests these letters for us . Today my brok3 FGRo calls me to ask me what's the latest with my claim . (They asking me ) yet it should be the other way around . The lady asked me where's my car , I said I don't know . You guys should be the ones telling me . Then she says okay I'll call you back she calls discovery.  Then she calls me back to tell me that I need to request a settlement letter because the one they have is expired.  Yet I asked this woman last week must I do it . So now what must happen ? I'm very angry . My courtesy car is going back to Avis on the 25th and I still don't know what's going on with this settlement and I must still pay for the car which is smashed and written off . I would like some assistance please because I believe my claims handler Yolande Markham is on leave.",1
"I would just like to express the disappointment I experienced with Discovery Insure. They are too quick to sell their product as the best, and tell you all about their great benefits. But when it comes to claiming, they are just slow. It took more than a week for them to authorise a claim that we submitted. Over and above that another week and half later, where they took our car for repairs, they are saying they have not even started to fix the car. Mind you, a courtesy car is only for 30 days. So basically after the 30 days, Discovery Insure would still have not repaired our car. To add on to our frustrations, the claims consultant (Kabelo Chidi) never updates us on the progress, and when you do contact him/her, they never respond to our query. What is the point of having some being allocated to assist us but they never bother to contact or even respond to us.",1
Always receiving great services from MATHIBEDI CHUEU from the retentions department.,5
"We received quotation on Thursday 17, 2022.We went for a accesment on damages on our vehicle. After that they gave us a quotation. After receiving the quotation they informed us that we will wait 48 hours for the panelbeaters to inform us to bring the vehicle in. Until now no feed back or no one contacted us. My wife had to call in 22, 02, 2022 and the excuse was that the panelbeaters do not have the equipment to do the repairs on the vehicle. This is poor customer service.
Claim number:**********/**********/**********",1
"Discovery Insurance is inaccessible .I am an existing client with Discovery.It would be interesting to see if others are experiencing my problem.I have sent two separate emails to quote for a new vehicle but have received no response.If new business is inaccessible what happens in emergencies like accidents?How is the management in this critical department allowing this unacceptable service in this current economic climate?
Disappointed ☹️",1
"Discovery Insure gave me the best rate. They were wiling to negotiate and they provided an easy service to get any documents I needed. The agent that assisted me was Safiyah Fondling who was prompt, and professional.",5
"Mmabohlale Lenong From broker servicing is an absolute rockstar. She is what the brand stands for, excellent service and absolute pleasure to work with. People like this make working with discovery a dream.",5
"I feel I need to write this review, Discovery Insure have redeemed themselves, a week or so ago I wrote a review complaining about how Discovery Insure was offering me poor service- to repair a cellphone screen. The process between registering the claim and having the device booked in for repairs was extremely long and the communication was poor from Discovery’s side. I submitted the claim online on the 19th of January, finally could drop the device on the 5th of February for repairs, I did drop the device at one of their service providers.
How they have redeemed themselves is that after the cellphone repair company gave them feedback that they are waiting for parts which could take 3-6 weeks to arrive, Discovery decided on their own that they would much rather pay me out for the device retail value than have me wait that long for a device - I thought this was very thoughtful & considerate of them. They promised to pay out within 72hours.",4
"It was an absolute pleasure dealing with Jabulile Shiba, totally professional and the best customer service ever I experienced from Discovery Insure. It started with understanding my situation, advising and communicating regularly to provide me with a customer service second to none.
THANK YOU VERY MUCH JABULILE, I APPRECIATED MY CUSTOMER EXPERINCE I SHARED WITH YOU!!!!!!!",5
Thanks to Michaela McPherson for your assistance. You are such a beautiful soul and always kind. My experience with you has always been the best. keep up the good work!,5
"Where do I complain about Discovery's COMPLAINTS Department ? 

Thank you for your email. One of our dedicated agents will assist with your query. Your reference number is: ********** . 
We will contact you within 24 business hours with a solution. 

That was on 11 February. Today is the 22nd of February ?",1
"Mathibedi Chueu from the Retentions department provided me with excellent service
Keep up the Good work!!!",5
"Michaela McPherson from the Broker Servicing  department always assists me to the best of her abilities with any of my queries and she always makes sure that by the time i drop that call i have everything i need, she is always willing to go above and beyond to assist, and always makes sure you are happy with the service provided. Every time i call into Discovery Broker Servicing i always hope i get to speak to Michaela as she is always happy and that alone makes you feel happy as well.",5
"Where do you get off increasing a customers insurance not at their annual policy anniversary,Not even 6 months since the annual increase of the policy anniversary. NOT a single claim since the last increase? this makes no sense at all. I will be cancelling my policy if this is not rectified",1
I have been trying to log a claim for 2 days. **********I get through and get cut off. After 3 tries of getting cut off I finally got hold of a human and it was for car insurance she then moved me on and I held on the line for 11 minutes and got cut off again. I tried to use the complaints online but its for medical aid complaints not home insurance complaints. I cannot log a claim online via the app like Discovery claims as it only allows me to log vehicle claims. This has not been fixed. Discovery how do I get hold of you. Your advertised methods don't work at all. My broker is not responding either so what now?,1
"Discovery is just a name and high installments that rise every year, their customer service and communications are great but honestly I'm in the process of leaving discovery for good. I feel very unsafe and don't get piece of mind. My claim wasn't paid off in the past and I was left to do everything myself and it was an extremely large sum of money taht has changed my life. I feel with discovery if you don't read through your contracts and terms and agreements and conditions you will be fooled. Their are alot of Grey areas and they are very smart when it comes to how they will not be able to cover you. They are very risky and to be honest I have a health plan and medical aid as well as car insurance but Im moving away because they good at finding reasons to charge more or to promote new products and make everything look very enticing with classy advertising but from my experience I feel afraid like thee is a reason they could use against me to not cover me yet I get calls every week for new products or raises... This is just how I feel and it really troubles me..",1
"I would like to thank Kalanji Roelfse from discovery Insure for going the extra mile in assisting me with my contents cover. I really appreciate your efforts and excellent service . 

Keep up the great work!",5
lovely experience from Shamanie Naidoo! Thank you Discovery,5
"Hubby and I were on our way to a lovely Valentines weekend away at Mpekweni Beach Lodge. On our way there our fanbelt broke, Jolene Scholtz from the Emergency Services Department was extremely helpful and got our vehicle towed in good time. Thank you Jolene and Discovery Insurance💪🏻",5
Riaan Whitney's service has been fantastic and efficient with the claim he assisted me with.,5
"Discovery insure was supposed to update progress  in 48Hrs, 5 days later I called in and the Claims Consultant could not explain why my claim was  Invalid to the extent that i was put on hold while she calls NetAsses for an explanation. Call dropped and no one called me back. 

Netassess did a pathetic job by listening to me and compiling a report without doing their own investigation. After more than 8 years with Discovery, this is it. I’m cancelling my policy with this provider. 

Any great insurance service providers out there willing to scoop a new client?",1
"Discovery Insure worst service ever!!! Accident happened 20th January and on the 22nd February the car remains untouched (40K bumper bashing) - approved claim - as a supposed premium insurer the communication and feed back is pathetic. Customers are willing to pay a premium for a premium service, yet when I insist that my out of warranty BMW gets repaired by a BMW approved repair center, it falls out of their policy; implying that they are OK with non BMW parts being fitted to the car just because it is out of warranty???   no response on complaints email's sent; being put on hold for 20min at a time; being cut off whilst hanging on! What type of organisation is this...exit this space and rather focus on medical aid then - very disappointed loyal Discovery client",1
Michaela Pherson is an absolute pleasure to deal with -  She always handles all my queries with so much professionalism. She is very friendly and diligent. Keep up the great work!,5
"I have been trying to claim the car seat discount since middle January. 2 of the Wicodes I received did not work…. I needed to get a car seat urgently and they have not refunded my discount. I have sent numerous emails and the response I get every time is that the query will be handled within 48 hours. I am really disappointed in this service! I have always been a loyal customer, with all the Discovery products. I can’t believe something so simple takes so long to resolve.",1
I have a claim with Discovery Insure. They do not respond. This is the 2nd complaint in a year with regards to claiming. There is no feedback on emails or telephone calls and you actually have to beg Discovery to respond and they still dont. You should think very carefully if you require insurance with Discovery.,1
"The worst insurance company ever.

I made a windscreen claim on 07 November 2021, a windscreen replacement. It's 22 February 2022, the windscreen has not been replaced. I have been with Discovery for over 4 years, my premium is ridiculously high, ( yet the car value has depreciated) half my car installment. for such a high premium one would expect 5-star treatment, but no. I am highly disappointed with the service at the Insure call center, they will make you hold until THEY hang up on you. 

DO NOT INSURE WITH DISCOVERY GOOD PEOPLE!!!!",1
Excellent service  provided even if I was canceling my insurance with discovery. Keep up the great service,5
Wonderful service from Willie Scholtz when I needed assistance with a breakdown. Thank you,5
Prompt service from Jabulile Shiba when my car got stuck last week. I waited less than ten minutes,5
Six calls yesterday and one today and it is not even 9am yet. What is wrong with  you people? Are you so desperate for business?,1
"Amazing car insurance, a bit on the expensive side but so much peace of mind. The extra money you pay ends up back in your pocket with the benefits. I love Vitality Drive, the only hassle is the DQ track. DQ track is very sensitive especially when it comes to evaluating breaking it’s difficult maintaining GOLD/Diamond status especially on Joburg Roads. The cash back benefit is great, nothing else compares.",4
"Keep getting this but cannot find on website so quite useless.
Discovery Insure: Last week to earn your coffee voucher and earn 50 Vitality Drive points when you complete your Primary EyeGym course! Ts&Cs. Auth FSP",2
"Its been over 2 weeks , where the incorrectly debited my account , email after email no help , call after call they say finance is working on it , when i ask for managers details my call gets cut , WORST insurance with customer experience,

honestly , rather go else where , discovery has fallen very very low",1
Great service from Mathibedi Thibi Chueu. Queries are handled with expertise and always very friendly.,5
I have been with discovery insure for just over 4 years now. I must say that the decision to join this group was the best decision i ever made regards to my insurance needs. All the claims i put through to them were processed and approved within 48 hours. The staff is highly professional and they stick to their word and service promised. This is real value for money. Thank you Collen Baloyi and team for the great work you are doing at discovery insure. Discovery all the way!,5
I'd like to compliment agent Lerato Sebiloane who really went the extra mile to help me resolve an issue that had been outstanding for close on 3 months. Thank you!,5
"I would to thank Tasmina Nair, on great service she always gives and also positive energy she gives whenever I deal with her. Keep up the great work and it's always a pleasure to deal with you!!",5
"#DiscoveryDidGood
Thank you Zunaid Joseph and the rest of the Discovery Insure team for the prompt and excellent way you have assisted me with my road side emergency. The Discovery Insure team represents among the highest levels of customer service I have experienced. Well done.",5
"Thank you Shamanie for an excellent experience. Its never pleasant having to cancel a policy but you made the experience a whole lot easier than it could have been. Its a pleasure working with you, you are an asset to the team. well done and thanks!",5
"Professional, no bull****, got the job done. what discovery stands for.",5
"Hi 
My home got broken into, its a family home. 5 bedroom house with 4 bathrooms 
Myself(the owners son) and 2 friends live here. I rent directly by my father. Now discovery does not want to pay out my claim because they now say i live in a communion. There are more showers in the house than people. And it is a family home. This is rubbish i am taking this matter further and i am utterly disappointed in the way they are handling this matter. 
So they are telling me i have to live in a 5 bedroom house alone before i can get cover",1
"After such a hassle with my claim, it was refreshing to chat to a friendly person from  Discovery",4
"Marvin is extremely helpful, he is one consultant you will wish to speak to again purely because of his excellent work ethic and bubbly nature!! Another valuable member of the servicing team, thank you Marvin Ngwenya",5
Received great service from Estelle Nel at Discovery insure.  I can recommend them with confidence,5
swift and efficient service @ Prince Sibiya,5
Mathibedi Chueu has provided me with great service. Thanks you Mathibedi,5
When you need help you usually need it fast and without fuss. I had a flat car tyre that I was not able to deal with myself and I called Discovery 911 and they arrived within less than an hour and fixed the tyre. Amazing.,5
The Call centre consultant Lincoln Soobramoney assisted very well with with making a change on a client's policy,5
"Mathibedi Chueu from Discovery Insure retentions has been so excellent.
He has assisted me in a very professional and friendly manner.",5
"I would like to express my greatest disdain with the service I have received from discovery insure after my accident. Dismal follow ups or none at all, third parties calling me upset because discovery doesn’t follow up with them. I had to deal with an angry third party because of discovery’s lack of admin. I myself had issues regarding the booking of my vehicle, confirmation of calls that needed following up from their side. I might just as well have done everything myself. I will tell everyone asking me about my experience about discovery insure at my business. I feel that I need compensation for this lackluster service I pay for every month, big corporates eat your money but don’t deliver. South Africans easily point fingers at government for taking money and not delivering service, but Discovery is even worse, does the same under the banner of private business. Absolutely appalling.",1
Excellent service from Kirk Desai from the retentions department with consist feedback and updates.,5
I was very impressed with the service I received from William Machitiso at discovery insure. He was very helpful and made sure to keep me updated and also checked up on me to make sure my case was seen to and that I received the service I was promised. Every company needs a William.,5
"Thank you to Discovery for making good on the tow and recovery service that they offer as part of my car insurance policy. Stuck in a rut in rural South Africa I was able to get good assistance at the call centre and though the process took longer than  expected, due to a terrible storm and an intermittent network signal, I appreciate that Discovery ladies kept communication going via Watsapp. The towing company and its truck drivers were polite and professional.  I thank you.",5
"Discovery Insurance is definitely the worst Insurance I've had,first they rejectes a claim on my vehicle for a part that they said I must get second hand and now I've got a claim on 2 phone screens and they don't even come back to you.They never mis a debit order and are very quick to put there premiums up,I wil definitely not recommend Discovery Insurance to any one.",1
"Sick and tired of false promises. 

Honestly, I think the 'product' is fantastic and really offers a lot with the Vitality drive if you drive well, but I am REALLY unhappy with the 'service' I am receiving from Insure - or whatever department my query keeps getting sent to without response.

Been waiting over a month for money to be paid back to me for a car seat I bought through the Car Seat partner using my Vitality Drive discount. My initial discount voucher did not adequately reflect the discount I qualified & I was told to submit the receipt to Discovery for refund. Since, I've had at LEAST 3 consultants who have PROMISED to call me back & sort out the issue, have emailed them, phoned them & threatened to review them here - and nothing. 

I keep using up my airtime waiting on the phone to follow up & receive more promises from someone else - only to get a different excuse as to which department is at fault and why it wasn't processed correctly and that the matter has been 'escalated' again (it's been escalated at least 3 times??) and that I will get a call back the same day for feedback - followed every time by no response and me needing to call back once more. 

I sent an email to Insure containing these concerns mentioned above & that I am soon going to review like this on HelloPeter - only to receive communication that they will be in touch and still have not been. 

I really should not have to fight like this to get a refund for something that was a Discovery Insure System error in the first place!!",1
"Excellent Service received from Discovery Insure, Tasmina Nair from the Retentions Department. Query was sorted out and resolved in less than 15 mins.",5
Thank you Kirk De Sai for your professionalism and effeciency with canceling my policy.,5
