review_content,review_rating
"According to Discovery Bank's website and App, when a customer refers someone to Discovery Bank both you and the person being referred can receive up to 5,000 Discovery Miles. After moving to Discovery Bank about a year ago, which led to me moving to Discovery Medical Aid, Vitality and Insure, I referred two of my family members to join Discovery Bank using my referral code.

My one family member joined Discovery Bank using my referral code and opened a Gold Transactional Account. Following their first transaction, neither of us had received any Discovery Miles. I logged a query with Discovery Bank regarding this and have not received any feedback.

Subsequent to this, I referred another family member who also used my referral code to join, however, they were not sure which colour account (Black or Platinum) they wanted to open, so they proceeded in just opening a savings account until they could contact Discovery Bank. They did this to ensure that all the steps and time they had completed on the app was not lost when they continued their application the next day.

Discovery Bank then informed them that again, neither of us would be receiving the Discovery Miles, since the savings account that they had opened, was not a qualifying product. As much as I understand this, I think it is very sly of them to deny clients the benefit of a referral just because someone wanted to make sure which product they wanted to open.

If this is the type of service provided by Discovery Bank and Discovery as a whole, I will be sure to move back to my previous bank and make sure to tell my family members to do the same. This is a pathetic lack of care and customer service. Having such a big portfolio with Discovery Bank and seeing that my family member wanted to open a Black Bank Suite, one would expect Discovery Bank to be accommodating to ensure they provide the best customer service from the start, but they have really shown that they don't care about customer service and that they don't value customers with a significant portfolio of products with Discovery. 

VERY DISSAPOINTED!",1
"My monthly automatic digital subscription payment to a US newspaper has been declined four days in a row on my credit card.  I have contacted Discovery Bank via telephone (the only option) on three occasions.  The first time, after explaining the issue, I was left on hold for over ten minutes and then cut off.  On two further occasions I told the agent that the transaction was legitimate and that it must please be authorized.  I received an email explaining that there was a system failure on a specific day and I should try again.  That was a lie as the transaction has been declined on each of four days.  None of the agents knew why the transaction had been declined and had to refer it to a different department.  The last agent said she would escalate the problem.  However, the transaction continues to be declined.  So no luck getting the call centre to sort out a simple case of a legitimate transaction being declined, and clearly a waste of time spending more air time complaining through the only channel available.  Discovery Bank has by far the worst customer service I have ever experienced from a bank and this is just the most recent bad experience.  They are all bells and whistles yet light on the basics.  That’s the opposite of what a bank should be.",1
"Last year Novermber I disputed a debit order and was told because it is older than 40 days it has to go to a different  department and they will try recover my money. Today 3 months later I'm still waiting for some sort of response! I have called a number of times and no one can tell me what is going on, I constantly get ""I will call you back as I have escalated it to the Manager"" I have spoken to about 7 different consultants and non of them are able to assist me. This is the reason why I have left your bank - little to no service and consultants that don't assist.",3
"I applied for a Credit Card through the Discovery Banking App a couple of days ago, submitted all the relevant documentation and received an email as well as a SMS that the application was approved and that I had to accept it on the application.  When logging into the application on my cell nothing was available to be accepted.  Called Discovery Bank and spoke to a consultant in the Credit Department that advised me that there was a technical glitch that they can see needs addressing and that it would be resolved within 24 hours.  Upon checking today it is still not resolved.  Called them now only to find out that even after promising to resolve the issue they actually went ahead and closed the application and that there was nothing pending on my profile.  REALLY????? How can they promise one thing and then do something completely differently.  I am disgusted and livered with this.  As far as I am concerned I would love to know what they Banking Ombudsman would say about this when they listen to the phone recording and find that the consultant lied to me.  They even gave me the limit that I was approved for etc.  If I did not want the card then why would I apply, why would I bother to call twice to find out what is going on etc.  They are truly questionable and I think this speaks volumes for the reasons why so many people have expressed their frustration on this platform with this institution.  Wish I had checked on this before I even bothered to apply.

Oh and by the way, if you request to speak to a manager they simply inform you that the managers do not take calls and that you have to basically stand with your hat in your hand awaiting their urge to communicate to be big enough to grace you with their presence on a telephone call.  REALLY?????",1
I am so annoyed with Doscoverys credit application process and the fact that the customer care line has no idea how to support clients. I have been offered a credit limit of R250k for my credit card with FNB yet Discovery finds that because I am a freelancer that I cannot apply for a credit limit of more than R1. Whether this is because they are their hardest not to ‘reward’ discounts (I need to have a credit limit to have a certain suite to receive discounts) I don’t know. My question now is why I cannot then be on the Keycore health plan and pay less if my income proof is not sufficient for a proper credit limit? I was told to open a transaction account on my portfolio to achieve the suite months ago and all that’s happened is that I’ve been paying an extra R10 every month to DB. I am so sick of this BS.,1
"I withdrew money from an ATM on 09 Feb 2022 and came up with an error message transaction failed I tried it 3 times I hope that it was a mistake and no money was received. To my surprise looking at my app transaction, the money was deducted even though I never received it. I emailed *********** on 10 Feb 2022 no feedback to date. I have reviewed one transaction that was reversed the other two are still pending ATM reversals.",1
"Unfortunately, there is not a lower star than 1, as this describes my experience with the bank.
I am struggling to open an account for months now. My first advisor disappeared after I filled in all my documents. I have then been in contact with another person who asked me to download the app. I did, and then my application expired for no reason after I accepted all T's & C's. I then phoned them and reapplied for a bank account, this morning I received an SMS stating I need to log into the app to view the quote and accept it when I access the app, it just tells me ""Congratulations, you have submitted all your documentation"" and logs me out immediately. I had it with Discovery. I should rather take my business elsewhere.",1
"Good Morning 

May I ask for direction/help on how to get assistance in having access to my mobile banking app. After inserting my credentials, it takes me to the log in option screen and stops there. I need to make urgent transfers today but i can not. 

I have since been struggling with this bank, sending emails back and fro and im still struggling till to this day. The card was blocked due to a fruad case on it, however no replacement card was sent to me or advise for me to open a new account, they just blocked it and left me like that. When i need money i struggle a lot, its so sad.

Is there perhaps a branch i can visit for assistance in getting a new card as my card and the only way i get funds from it is by transferring all my money into a different account, imagine the admin there monthly. 

Your assistance is greatly appreciated.

Kind Regards
Pheletso Sepane",2
Fica hold placed on my account I then manually sent the documents. I'm told I need to upload on the website there should be a pop up when I login of which this is not there I have tried different browsers. Lots of money spent calling the bank since Saturday and no assistance now on 3rd day no access to my funds.,1
"I was retrenched, and had to find out Discovery Bank was the ONLY bank with no credit. Insurance to tide me over till I could pay. They offer no reduced settlements either. I cannot even get my settlement amount out of them to close this account and get rid of them. They do not even have email!",1
"You guys have a long way to go. I do not have any issues with FNB.
I did everything to unlock my password. Resetting it, you name it.
Still when I try to login with the  temporary password, it still tells me my account is locked. Geee Wizz...I am going to close this account as soon as possible.",1
I joined Discovery Bank last year and was promised 500 discovery miles upon joining. Its now been a year and still waiting for it to be loaded onto my account. I have called many time and Discovery always have another excuse. I have been promised to be called back but that has never happened. If this is not resolved by the end of the month I will be closing both mine and my wife's discovery accounts.,1
I made n payment of R1338 from my discovery account to a 3rd party (Vox telecom) and the payment did not reflect in there account  from 4th of December 2021 till today I have not received any feedback from discovery bank. I have my case number and all was send to the bank but no one can give me answers. I have spend more money on phone calls to discovery than I can say. I won't be using this bank ever again,1
"Compliment:

Thank you, Palesa.
You managed to put a smile on my face with the closure of one of my account's with Discovery Bank.
You guide me through it all, and you made sure all was done in the time frame you promised.

Keep it up, you're a 5 star employee! Everyone needs a Palesa in their life.",5
"My Discovery Bank app - stopped working yesterday morning.
I was asked to send screen shots and videos. 
3 emails and 3 follow up calls later and more than a day later - i am yet to hear back from Discovery Bank. not to mention i can't access my account to find out if there is a more serious problem.
Wow - i have all my financial services with Discovery. but clearly the Discovery Bank is not run by the same people. Most importantly my account being at risk does not seem to be a priority from them at all. appalling service",1
Discovery worst bank / wurst services and worst security . BE Wanted . You will loose your hard earned money in a flash,1
To I enjoyed world class service from Craig and Goitsimang at Discovery Bank thanks for making my process easy. South Africa needs to learn from you.,5
"I took out a transactional account with Discovery Bank when they launched in around 2019 as I had been with Discovery for over 10 years. I then kept the account but never used it because they were still new in the market and there were other functionalities I was still uncertain about so I did not switch fully to Bank. I called them a few days ago after getting a call from an agent wanting to offer me the same account, I called them to find out if I can resuscitate this account and give it a chance by switching my salary and day to day banking activities there to boost my vitality profile and to my surprise after not using this account for more than 2 years that I have an outstanding of R6000+ that I need to pay to Discovery before I can. I'm disappointed as a standing client of more than 10 years that an account that hasn't been used could owe that much, also what surprises me is that they were offering me the same account but when I resuscitate the account I'm told I can't use it till I pay R6000.",1
"Im trying to make a payment from Discovery Bank and I got a message that says “Discovery Bank: The EFT from account ***9565 to account ***7125 appears to be suspicious and has not been processed. For more info, call **********” I called the number 6 times and the agents keep hanging up the call. I need to make this payment today and there’s no help anywhere.",1
I had a Discovery credit card from the past (issued by FNB). This expired at the end of December and I chose not to renew it. Discovery continue to charge me monthly for an expired  credit card! I have emailed them to no avail and I do not want to get caught up in a dystopian call centre so the charges continue! As for a refund on charges......,1
Spent a hour on the phone with Discovery Bank to report a fraudulent transaction and they cannot assist immediately.  The transaction needs to be disputed and I need to wait for a dispute form to be sent to me via email.  Pathetic,1
"I am utterly disgusted at the lack of service from the fraud department, as this is the one department that should act promptly and efficiently. My client received a fraudulent proof of payment from a Bitcoin Scammer and I asked Discovery Bank to verify the authenticity of the payment in writing and they gave me a run-around for two days. After speaking to 5 different consultants I am still waiting for a response. As a result of their zero service delivery, my client lost R43 500 worth of Bitcoins to a fraudster and this is something that could have been easily prevented. Banks like FNB have on their website portal a tab available to verify payments and Discovery Bank is just behind with this technology. The consultants at Discovery should note that payment verification has nothing to do with the POPIA Act as personal information is not required (as this was the excuse they gave me). 
If Discovery Bank does not catch a wake-up, it will become a fraud haven which will ***** the image of the bank. As it stands I will never bank with Discovery, neither will I recommend it to anyone because this experience proves that my money will not be safe. Is Discovery even ready to be a bank?",1
"Most probably the most shocking service received from Discovery Bank. Credit Card expired the end of December 2021 and since struggling to get a new card ordered! After many calls and reference numbers, not even a call back. Shocking to say the least!",1
Discovery Bank Distribution Support. Thutho very professional and helpful and I would like to applaud his service.,5
"I redeemed my miles on Sunday using an in store voucher. The transaction was not successful.
I am still waiting for Discover bank to refund my miles with bo feedback communicated through to the customer providing an update",1
"Maybe I feel a little rejected, but I felt the need to point out my situation.

I am a 33 year old male, with a pre-existing health condition. (which is quite stable, and I'm actually very healthy in general, working out most days and following a healthy lifestyle) 

I was very keen to go the Discovery route with Vitality and change from FNB to Discovery Bank.
 
Because of my health condition which requires me to take blood thinners, I cant just change my medical aid, but I was advised I could take out a life policy from discovery, and then qualify for the vitality program. I was very excited, and even looked into getting Discovery Bank as well. 

Unfortunately my life policy application was rejected (after 2 weeks of poor communication - see my review on Discovery Life) 

This means, as a 33 year old, I wont ever be able to join Vitality health and thus, I dont see the point in changing my bank either as all these products go hand in hand. 

Disappointed, and frustrated, and maybe my feelings are a bit hurt. 
But this is probably how lots of clients wont make use of Discovery Bank.",2
"I was the victim of a scam on Saturday where large sums of money were transferred out of my Discovery Credit Card and Vitality Savings accounts. I logged the issue with Discovery within a few minutes and provided the required affidavit and case number later that afternoon. I have been following up for an update for the last 3 days but I keep being told I cannot speak directly to the investigator and they will contact me within their SLA of 72 hours.
I finally got a call from the investigator this afternoon and he offered no further information on the recovery of my money. He just said they waiting for the other banks. 
I honestly feel there is no sense of urgency being given to the matter and I am being told to remain patient while I am having sleepless night.",1
"I joined your bank because I thought you would be better than my previouse bank.
I slept with funds in my account last night. I woke up this morning with a R0 balance.
I'm starting to regret joining your bank. What should I do? Should I change banks again? I'm loosing out on my miles for a negative account. Please resolve this issue.
I cant be loosing money because of funds I have already spent just because they haven't been banked by the shop I bought from.",2
"I called Discovery Bank on the 11th of January to ascertain the reason for interest charges on my credit card. An Interest recon was sent via email with case number . The reason for the R169.22 could not be provided, and I was promised a call back the same day. I did not receive a call and called again the next day and was told I would be called back. I did not get call and called again today (17 January) for the third time and a new interest recon was emailed.  After spending 35 minutes on the phone the lady could still not explain the reason for the R169.22 which does not reflect on either of the recons. I was then transferred to someone else who did not answer the phone. The fact that I don’t get called back is an indication to me that they either don’t know or in fact charged me incorrectly. 

My concerns with the three interest amounts are:
1)	R169.22
To me appears that due to the interest hike on the 19th of November they charged me an additional amount to the R385.31, however, the R169.22 amount does not appear on the recons. If this is in fact for the change in interest rates, why was this not explained to me and why does it not reflect on the recons?

2)	R385.31
I always settle my credit card in full at the end of each month (I may have missed one or two in the last three years) and even though I paid the full balance at the end of October, and the minimum payment for November before the due date of the 4th, followed by the full balance on the 7th of December, I was still charged interest, so what happened to 55 days interest free?

3)	R90.01
Apparently, this was charged as I “lost my 55 days interest free” even though I paid the full outstanding balances on 7 and 31 December, and also take into account that according to me I was entitled to my 55 days interest free.

2022-01-10	Interest Charged at 15.00%				-90,01
2021-12-31	Payment - full December balance			19 826,00
2021-12-10	Interest Charged at 15.00%				-385,31
2021-12-10	Interest charged at 14.75%				-169,22
2021-12-07	Payment - full November balance			49 910,03
2021-12-01	Payment (minimum) for November			1 633,34
2021-11-02	Payment (additional) to settle October full balance	579,00
2021-11-02	Payment - full October balance				25 063,00
2021-10-04	Payment - full September balance			34 164,00

On the 17th of January I logged a complaint against DB with the Banking Ombud.  In line with their complaint resolution I received an email on the 19th stating that the complaint had been escalated to DB's internal dispute resolution dept.

On the 21st of January I received this email from DB:

Hope Munodawafa <***********>
Fri, 21 Jan, 15:44 (12 days ago)
to me

Good Day Mr Bosman

I am reaching out to you regarding a complaint we received from the Ombudsman for Banking Services regarding the various interest charges on your credit card account.

Firstly, I sincerely apologise for the frustration and inconvenience caused to you in this regard. This is not the level of service we strive to provide to our clients and will try our very best to ensure this does not happen again.

Please note that we are currently investigating your query with the relevant teams and will revert with feedback as soon as possible.

 I followed up with Hope on the the 26th of January via email but received no response which means that this ""is the level of service we strive to provide to our clients and will try our very best to ensure this happens again."" 

It has now been 3&1/2 weeks since my original call and a week since I followed up with an Executive Relationship Manager and DB is still unwilling to provide me feedback on my interest charges. 

DB sent an email to me last week warning me to be careful of fraudsters yet the very same ""bank"" has potentially overcharged me (which is also fraud) and unwilling to provide me with feedback?",1
"Absolutely shocked at the services recieved as a discovery client, i have been charged on a canceled card for a transaction, i have been trying to contact discovery i have spoken to agents who were very unhelpful and didnt even know how to go abojt handling the situation. I spoke to a manager named Marushka who was the most unprofessional person i have ever spoken to, she informed that she doesnt know whats going on and that the case is with the disputes team, which i have emailed myself and havent recieved any response from. The card was cancelled but payments are still going of the account, i will definitely be contacting the obssa with my complaint as even the staff at discovery bank is incompetent",1
"This is my first ever public review of any company. I want to be clear, I never applied to become a Discovery Banking customer but was forced into dealing with this company as I had a discovery credit card underwritten by FNB.
I have been a long standing Discovery Health, Discovery Life customer and have a Discovery Credit Card. I have been trying since November 2021 to close this credit card account. Discovery Bank is either incredibly incompetent or willingly ignorant in closing my account. 
Today I have just wasted another 48 minutes of my life achieving absolutely nothing through the Discovery Call centre. Apparently I now have a third request to close the account and also a dispute logged with Discovery Bank. The previous two requests I received and paid settlements for and also send proof of payment. Today, I asked for confirmation via email of my dispute, agent said they are not authorised to provide this. I asked to speak a manager I was told managers are not available. I have made a video/audio recording as proof of my discussion. Although I can turn to social media I am hoping this might be an alternative as I am at my wits end. In 20 days I can log a request with the ombudsman as I followed all processes and are now fed up with this company.
If Discovery Bank cannot even resolve a small issue like closing an account, I do not trust them with any further matters related to my finances. Additionally this has left a really bad perception for me about the group and I will be extremely cautious to consider any additional products from Discovery.",1
"I like the whole Discovery concept. However I am disappointed in the bank. I short if you dont qualify for a credit card you pitty stuffed. No nothing under all rewards it indicate - ""your current bank product doesnt qualify for this benefit"" eg Woolworths, Clicks, Uber, BA/Kulula Emirates ect, Pick and Pay, Dis-Chem, Sportmans Warehouse. No iPhone or iWatch either. Whats the point in joining? I dont want a CC. I did apply for package to get the rewards, but I dont qualify no surprise here. Point is think before you open an account realise if you dont qualify for CC there is no benefit. Nedbank still give me a better banking experience. I will revert back to Nedbank.",1
"I love Discovery, but Discovery Bank has been so disappointing. 
I had a Discovery CC ( FNB) for years and when discovery bank opened my credit card was transferred. But at that stage they opened a bank account for me too - which since 2019 I have been trying to close and get a credit for all the bank fees! I have called many times and in 2019-mid 2020 was told they didn’t have the functionality to just close the bank account and keep open the credit card. And was advised that when it was available it would be done . Fast forward to 2022 -the bank account is still open and the fees are still accruing!  How can it be so hard for discovery to close this bank account? And credit all the bank fees?",1
"Very poor customer service!!! You hold for more than 6 minutes before your call is answered - then I request the consultant answered by the name of Paul to escalate to his manager so they manage the queue customers cannot hold for this long before service.

His answered was is that all that you were  calling for - so sarcastic and dropped my call when I told him he is being sarcastic instead of acknowledging my concern!",1
"I joined Discovery Bank a few weeks ago - 
The biggest mistake ever. Just ongoing problems from the start.
1. First payment I made to a pre defined beneficiary (by Discovery) the reference number just disappeared. (Cannot trust the banking App) Imagine the trouble sorting that out with a municipality that do not care about any service delivery to allocate the payment to the correct account.
2. Phoning the helpline - nightmare, pin after pin that you get to enter fail. Eventually when you speak to an agent the call drop- START OVER
3. Made a payment to new beneficiary using the web browser. Discovery blocked it ""appears to be suspicious"" - Same troubles over again with the helpline. Was informed to use the App, payment will be allowed. Payment was allowed.
4. This morning I was blocked from using the App on my phone because of that same payment I made after Discovery instructed me to use the App for the payment. Same helpline problems again sorting out the phone to get that unblocked.

It seems the banking system that Discovery use is very primitive. Bad processes at Discovery trying to cover for a lack of good security. I also do not like to be treated like some possible criminal by Discovery bank. Treat me with RESPECT - If YOU block sometime then please call me. Next time I call you will be to close my accounts. Block any payment or device again and I leave Discovery bank (all products) - If you have problem with a payment or device do the right thing- CALL ME FIRST!!!",1
"Poor service 😔,been on the phone since the morning today ,been calling and asking for assistance , was told they will call me back by two different consultants, wanted to register for a platinum cheque account, just called at again at 16:45 ,got the OTP number now the phone was dropped, not even one of the consultants honoured they're commitment to call me back at the time they suggested, my 1st time experience with discovery banking has to be the worse ,my number is **********",1
"Not a terrible bank I must be honest
 However
 They do almost next to nothing to help you recover money from fraud or scammers.
 Disappointing to know that they can't do much to help.",2
"This bank is the worst bank in the country, do not join them. The app does not work properly. The bank constantly says transfers are 'suspicious' and then forces you to phone into them to unblock the transfers. You phone through, wait 10 minutes, then explain your story, the customer service assistant then passes you through to fraud where you verify yourself again then you have to tell the whole story again, they then argue with you and tell you how great their bank is, then they pass you to someone else, then eventually they put the phone down on you. Do not bank with this company, they are awful!",1
"Discovery Bank cheats you out of your money. They promote their products with false information and only after you sign up for those and registration costs are incurred, they advise on T&C's. I regret joining Discovery Bank. Rather choose another bank that are upfront about their products. I still await their response to two calls made about this issue after more than two weeks. As long as they take from your account that is all that matters to them.",1
"Missed my credit card payment in November by +- 6 hours i.e. I settled the full payment amount 6 hours late. Only happened once before in the past 15 years. R466.71interest was levied on 15 November 2021 and another R355.42 on 15 December 2021. I accept that some penalty would be applicable but is it reasonable to be hit with a R822.13 penalty for paying in full 6 hours late ? Look at the big picture here, the history of your customer and the considerable business he has with you. This can't be right ! Latest correspondence after 1 week remains unanswered.",1
"My previous reviews refer .
I have had a payment arrangement with Discovery ever since Covid Enforced financial difficulties...
Literally every 2nd day since then (18 months) I receive an email, and an SMS reminding me to pay or I will be handed over. I have a debit order that goes through successfully EVERY month !!
After complaining about these messages , I was told its system generated ( always blame the system) and it cant be stopped. With the correct will, it could be. 
I decided to just ignore them and get on with my life.

Over the last couple of days / weeks, I have again realised what an annoyance this is, to be reminded EVERY 2nd day - of the financial difficulties I experienced and am working through during COVID.

Anyone at Discovery Bank consider the psychological impact this has ??",1
I have online banking details and need to make payment. I lost my phone and don’t have access to my app. I called the call centre to be told that nothing can be done I need to go buy a new smartphone. Even though I have access to my online banking. I was told that all online banking is good for is to view my profile and not transacting. So why have the page?,1
"I have literally been struggling to create an account for a year now. Every time I speak to someone there it is exactly the same thing.

Attempt to create an account on the App, get an error, take a screenshot, send it to them, get promised they will get back to me, never hear from them again. 

Literally the worst customer service I have ever had the misfortune of dealing with. The only reason I got a discover card is because it was linked to my FNB account, since they moved away from FNB and require users to use their app I have not been able to use that account AT ALL.

I don't know what to do anymore. Steer clear people. There is no hope here.",1
"To whom it may concern,

I would like to commend the service received from your team for all their efforts in resolving my issue. If all banks could be as efficient as Discovery Bank we wouldn't have to change banks at all. A special thank you to the team that was involved and the patience from all the agents(Pebetse & Sibongile) that answered my calls. It really gives me great joy to be part of Discovery. All the best to everyone and hope we grow even more in the future.

Kind Regards
Jeffrey",5
"I recently joined Discovery bank, moved my salary onto the bank and had my card delivered. after payday i struggled to make payment to service providers and withdraw money using my card because I'm unable to finalize the app transactions using their face recognition security application. I called the call center which indicated there is nothing they could assist with. What is mind blowing is that their is no other system they have in place or alternative should a client be in a position of not being able to conduct the selfie.  They have no branches for manual assistance nor do they have an alternative system in place to ensure I do not find myself having being stranded, having finances but unable to access them due to the institutions lack of systems.",1
"Its my 2nd time reporting this issue, but the ineffective system is still in tact.

My Vitality Money status dropped from Diamond to Silver because according to Experian my credit debt is R30 000.00. This is a totally wrong assumption to make because the credit report cut off was 31 Dec and the debt was paid off 10 days later.

This then reflect clients, high risk of debt which is not correct.
The 2nd problem is that this happens just before the February discounts are locked in, so I want this problem to be resolved within 4 days as I have proof that the debt was paid off long time back so there is no reason to PENALISE clients if experian draws incorrect conclusions.",2
"Absolute crooks, been paying off an overdraft for over a year and it just keeps increasing, instead of going down I owe more money. What a bunch of crooks.",1
"Still waiting for a merchant refund to clear. It’s more than 4 months. The merchant has refunded October, but Discovery doesn’t know where the money is.",1
"I submitted an instruction to cancel my credit card on the 29th of December with the plan to keep my bank account active.

It was never done.

So today I cancelled my whole account, since basic instructions cannot be carried out, but I have to wait 8 days now????

Do you guys understand you are blocking another account I am trying to open with another bank because you fail to follow a request?",1
"I called Discovery Bank on 20/1/2022 to report a problem with my credit card which isn’t working for purchases on Amazon. The consultant told  me he’d escalate the problem as it may be an internal issue and said I’d receive a response within two hours. After 24 hours, still NO RESPONSE. I called again on 21/1/2022 and that consultant also played the “escalation card” but she couldn’t even give an estimated time  or date of expected response. She also couldn’t explain properly how her alternative options worked. It’s now 22/1/2022 (48 hours later) and still NO RESPONSE. Very poor service indeed! If Discovery is not equipped to offer banking services they should rather stick to their areas of expertise.",1
"What an absolute pleasure

I'm definitely a happy customer and will recommend Discovery to anyone wanting to switch from the Big 5 

And when you sign up, use my ref code: QFS005",5
"Attempting a very small increase and Discovery Bank has an unbelievably slow turn around, was thinking of moving my FNB accounts over and quickly changed my mind. FNB offered me a huge pre-approved credit limit (1 hour turnaround if I accept) but went to Discovery and decided to rather increase existing credit card by very small amount for a reduction in interest rate. Still waiting on response, thank goodness I don't actually need the money or else I would be in a bind. I have been very disappointed by Discovery Bank since inception.",2
"I am still waiting for my Cheque card to be delivered.  Being in back to back meetings, I had no time to call the call centre between 8 and 5, why do you not have longer hours? When am I getting my card??",1
"The bank that changed every thing! I have been trying to get a credit card account closed since 5 Jan,2022. I tel & requested closing figures. I was told it takes 8 working days to close acc- they dont call Sat a working day.. I  cant believe this, I worked in a commercial bank for 31 years & it could be done the same day. I tel 3 times still same answer. 8 days after I received an e-mail with the closing balance R139.25. I paid it that day18 Jan, 2022. I thought now I would have a nil statement.. I checked on their website there was a bal of R2.38 on 19 Jan, 2022 so paid hat on that day. I checked to day 19 Jan, 2022 now say I owe R2.51. I will not pay this",1
"On 02 July 2021 I submitted a Fraud case to Discovery Fraud Department. I followed the process and filled out the forms and submitted all documentation. Since then I have been following up on the progress and spoke to the investigator a few times. Then it became quiet. Since my last submission of 8 August 2021, I have not received feedback, despite follow up e-mails from my side and calling the call center.

From the e-mails all I ever got was an automated message with a reference number and from the call center only empty promises of being called back and being e-mailed and assurances that the case has been escalated. 

17 January 2022 I called the call center again and was told by the agent that he would sent me an email with the reference number si I can go to the Ombud and with the contact details of the investigator. He also promised to have the investigator call me. No e-mail ... no phone call.

19 January 2022 I called the call center again, I then was told that the case have been closed months ago due to missing documentation. This is the first time I heard of this and I am livid. I never received official notice that the case is closed with a reason. In all the following up via e-mail and calling the call center this was the first time I was informed of this.

This is absolutely outrageous and the worst appalling level of service I have ever received from any company.",1
"I would not advise anybody to invest in Discovery fixed deposits. Getting your money out at maturity is challenging, in large part owing to not very effective staff, but also their very restrictive banking app. It has just taken me a week to get access to a fixed deposit that had matured, and then I still have to get their permission to up the daily limit (another 24 hours) before I can actually move the money back to my bank account. This is really pathetic. I will never do business with Discovery Bank again. I would rather put my money under the mattrass. If this is the best Hylton Kallner can do maybe he should move on.",1
"I don't have a credit card, but am continuing to be charged for one. Discovery refuses to resolve it, and will not contact me back.

What more can I do to resolve this Discovery?",1
I am in Saudi Arabia and struggling to contact them to close my account. After they moved from FNB it has been a struggle. Also my online account is locked. Just want to find out what was last interest. I also do not have a South African mobile nr anymore to fix the online lock issue. The struggle goes on :-(,3
With such a big reputation the service is pathetic. Waiting now almost 2 months for account to be confirmed and opened. Absolutely no response and no feedback. Won't recommend this bank to anybody and will put a full write up on social media regarding this.,1
"Discovery advertises that one gets 30% discount when using your miles on the 15th of the month. I have generated two vouchers on 2022/01/15 and could not use it at either Clicks or Dischem.
You need to either train your partners on how to process the discovery miles vouchers or stop advertising this as a benefit!",1
